dataset,component,harmonic,cos_coeff_T,sin_coeff_T,magnitude_T
Structure2 h7,Br_T,46,-0.0001845501879899452,-1.21479519083676e-16,0.0001845501879899452
Structure2 h7,Br_T,47,-0.00017738987882831157,-1.2037515981927895e-16,0.00017738987882831157
Structure2 h7,Br_T,48,-0.0001706751097907384,2.7829853462805773e-16,0.0001706751097907384
Structure2 h7,Br_T,49,-0.00016436993206599742,1.0491413011772018e-17,0.00016436993206599742
Structure2 h7,Br_T,50,-0.00015844195825891967,3.7769086842379263e-16,0.00015844195825891967
Structure2 h7,Br_T,51,-0.00015286194733680946,-8.09495340803041e-16,0.00015286194733680946
Structure2 h7,Br_T,52,-0.00014760344492841318,3.605732998256383e-16,0.00014760344492841318
Structure2 h7,Br_T,53,-0.00014264247071655602,-7.073421088463134e-16,0.00014264247071655602
Structure2 h7,Br_T,54,-0.00013795724599138486,3.1142931255996934e-16,0.00013795724599138486
Structure2 h7,Br_T,55,-0.00013352795558665685,-1.987846675914698e-16,0.00013352795558665685
Structure2 h7,Br_T,56,-0.00012933653932415394,1.4301452473941856e-15,0.00012933653932415394
Structure2 h7,Br_T,57,-0.00012536650884254865,2.286023677301903e-16,0.00012536650884254865
Structure2 h7,Br_T,58,-0.00012160278637257322,7.675296887559528e-17,0.00012160278637257322
Structure2 h7,Br_T,59,-0.00011803156247680376,-3.553275933197523e-16,0.00011803156247680376
Structure2 h7,Br_T,60,-0.00011464017025102401,-1.3252311172764653e-17,0.00011464017025102401
Structure2 h7,Bt_T,0,7.730514850779382e-18,0.0,7.730514850779382e-18
Structure2 h7,Bt_T,1,4.417437057588218e-18,-0.019507898061270637,0.019507898061270637
Structure2 h7,Bt_T,2,-1.2147951908367599e-17,-0.024100495321195816,0.024100495321195816
Structure2 h7,Bt_T,3,-7.454425034680118e-18,-0.014366389174100429,0.014366389174100429
Structure2 h7,Bt_T,4,-3.3130777931911632e-18,-0.007954436324070504,0.007954436324070504
Structure2 h7,Bt_T,5,-6.0049535001589836e-18,-0.006645080009172871,0.006645080009172871
Structure2 h7,Bt_T,6,-2.5797142191774944e-18,-0.005527789879268522,0.005527789879268522
Structure2 h7,Bt_T,7,-5.038639143811561e-18,-0.004721184694610255,0.004721184694610255
Structure2 h7,Bt_T,8,-5.262962119392213e-18,-0.004118298766875939,0.004118298766875939
Structure2 h7,Bt_T,9,-5.8496529786031475e-18,-0.0036514338511164143,0.0036514338511164143
Structure2 h7,Bt_T,10,1.7255613506203977e-18,-0.0032792766044386096,0.0032792766044386096
Structure2 h7,Bt_T,11,-7.394030387408404e-18,-0.002975593709022712,0.002975593709022712
Structure2 h7,Bt_T,12,-8.386228164015132e-18,-0.0027230011713388434,0.0027230011713388434
Structure2 h7,Bt_T,13,-9.361170327115657e-19,-0.0025095392618584844,0.0025095392618584844
Structure2 h7,Bt_T,14,-5.823769558343842e-18,-0.002326713421685583,0.002326713421685583
Structure2 h7,Bt_T,15,8.049743700644154e-18,-0.002168324475469823,0.002168324475469823
Structure2 h7,Bt_T,16,-6.3932048040485734e-18,-0.0020297421313705422,0.0020297421313705422
Structure2 h7,Bt_T,17,-1.0707108180599567e-17,-0.0019074378710091644,0.0019074378710091644
Structure2 h7,Bt_T,18,-8.403483777521337e-18,-0.0017986753664140378,0.0017986753664140378
Structure2 h7,Bt_T,19,-5.564935355750782e-18,-0.0017012997698388726,0.0017012997698388726
Structure2 h7,Bt_T,20,-9.356856423739106e-18,-0.0016135908986175873,0.0016135908986175873
Structure2 h7,Bt_T,21,-5.081778177577071e-18,-0.001534158792911343,0.001534158792911343
Structure2 h7,Bt_T,22,-1.3739782254314916e-17,-0.0014618680281929394,0.0014618680281929394
Structure2 h7,Bt_T,23,-1.2035790420577273e-17,-0.0013957819472906658,0.0013957819472906658
Structure2 h7,Bt_T,24,-1.6824223168548877e-18,-0.0013351209496387092,0.0013351209496387092
Structure2 h7,Bt_T,25,1.3204858235622593e-17,-0.0012792308682519227,0.0012792308682519227
Structure2 h7,Bt_T,26,-9.835699698536267e-18,-0.001227558696800186,0.001227558696800186
Structure2 h7,Bt_T,27,-7.251671575982222e-18,-0.0011796337468992786,0.0011796337468992786
Structure2 h7,Bt_T,28,2.6832479002147182e-18,-0.0011350528684933667,0.0011350528684933667
Structure2 h7,Bt_T,29,-2.343743704480155e-17,-0.0010934687460832583,0.0010934687460832583
Structure2 h7,Bt_T,30,1.2855432062121961e-18,-0.001054580548628912,0.001054580548628912
Structure2 h7,Bt_T,31,-2.1729131307687358e-17,-0.001018126398531252,0.001018126398531252
Structure2 h7,Bt_T,32,-4.7539215209591954e-18,-0.0009838772595677319,0.0009838772595677319
Structure2 h7,Bt_T,33,1.3683701510419753e-17,-0.0009516319412191206,0.0009516319412191206
Structure2 h7,Bt_T,34,-2.82129280826435e-18,-0.0009212129884077723,0.0009212129884077723
Structure2 h7,Bt_T,35,-5.666743475437386e-17,-0.0008924632787389467,0.0008924632787389467
Structure2 h7,Bt_T,36,-1.0232578809178958e-17,-0.0008652431890649883,0.0008652431890649883
Structure2 h7,Bt_T,37,-7.609725556235954e-18,-0.0008394282232135192,0.0008394282232135192
Structure2 h7,Bt_T,38,-1.154400543565046e-17,-0.0008149070155870785,0.0008149070155870785
Structure2 h7,Bt_T,39,-1.1431843947860135e-17,-0.0007915796429170676,0.0007915796429170676
Structure2 h7,Bt_T,40,-6.975581759882957e-18,-0.0007693561900496218,0.0007693561900496218
Structure2 h7,Bt_T,41,1.7773281911390096e-17,-0.0007481555262434415,0.0007481555262434415
Structure2 h7,Bt_T,42,2.2147579935212803e-17,-0.0007279042567795881,0.0007279042567795881
Structure2 h7,Bt_T,43,-8.433681101157193e-18,-0.0007085358212549606,0.0007085358212549606
Structure2 h7,Bt_T,44,3.3001360830615105e-18,-0.0006899897151536493,0.0006899897151536493
Structure2 h7,Bt_T,45,-6.9367566294939986e-18,-0.0006722108154646549,0.0006722108154646549
Structure2 h7,Bt_T,46,4.91547720241103e-17,-0.0006551487944700832,0.0006551487944700832
Structure2 h7,Bt_T,47,-1.697089588335161e-17,-0.0006387576085372061,0.0006387576085372061
Structure2 h7,Bt_T,48,-5.500226805102517e-18,-0.0006229950509487809,0.0006229950509487809
Structure2 h7,Bt_T,49,-1.5517110445453927e-17,-0.0006078223596019294,0.0006078223596019294
Structure2 h7,Bt_T,50,-1.287053072393989e-17,-0.000593203871874838,0.000593203871874838
Structure2 h7,Bt_T,51,-2.464964389361238e-17,-0.0005791067201746573,0.0005791067201746573
Structure2 h7,Bt_T,52,2.1189893385618482e-17,-0.000565500562676468,0.000565500562676468
Structure2 h7,Bt_T,53,-1.8843129948774743e-17,-0.000552357344597865,0.000552357344597865
Structure2 h7,Bt_T,54,-2.4114719874920056e-18,-0.0005396510860410769,0.0005396510860410769
Structure2 h7,Bt_T,55,5.661351096216697e-17,-0.000527357693016342,0.000527357693016342
Structure2 h7,Bt_T,56,-5.789905416837917e-17,-0.0005154547887422258,0.0005154547887422258
Structure2 h7,Bt_T,57,-3.477006121500101e-18,-0.0005039215627296684,0.0005039215627296684
Structure2 h7,Bt_T,58,3.8870426374412733e-17,-0.0004927386354976065,0.0004927386354976065
Structure2 h7,Bt_T,59,4.541461779664059e-18,-0.00048188793706478207,0.00048188793706478207
Structure2 h7,Bt_T,60,-3.061792921507068e-17,-0.0004713525976066027,0.0004713525976066027
S2 h7 + slotting,Br_T,0,0.5013328860435,0.0,0.5013328860435
S2 h7 + slotting,Br_T,1,-0.2152200592183585,-9.339153936755389e-05,0.21522007948129132
S2 h7 + slotting,Br_T,2,-0.134572036484757,-0.00011363024876365766,0.13457208445843516
S2 h7 + slotting,Br_T,3,-0.05674935957825221,-5.8073400175810686e-05,0.05674938929241066
S2 h7 + slotting,Br_T,4,-0.030869722839102224,-1.654719109563218e-05,0.030869727274022405
S2 h7 + slotting,Br_T,5,-0.028471547679247027,-1.826013829754897e-05,0.028471553534787794
S2 h7 + slotting,Br_T,6,0.0520936999964222,1.729793324771629e-05,0.052093702868348045
S2 h7 + slotting,Br_T,7,-0.019219847116642114,-5.374680376066529e-05,0.019219922265868057
S2 h7 + slotting,Br_T,8,-0.012056650740214222,-4.7586096487719576e-05,0.012056744648041903
S2 h7 + slotting,Br_T,9,-0.004842859997073283,-7.993689166648771e-06,0.004842866594313654
S2 h7 + slotting,Br_T,10,0.0012454869059535815,7.058790831222476e-05,0.0012474855853683122
S2 h7 + slotting,Br_T,11,0.005433483201170964,0.00017221032517488288,0.00543621155709598
S2 h7 + slotting,Br_T,12,-0.04333128824495997,-0.0010699302746814002,0.04334449551858328
S2 h7 + slotting,Br_T,13,0.0047814949114061275,0.0002482677055756154,0.004787935927039383
S2 h7 + slotting,Br_T,14,0.0017335953173908106,0.00018293962863785826,0.0017432210508726376
S2 h7 + slotting,Br_T,15,-0.001473595992305652,0.00010608527010997028,0.0014774096361786682
S2 h7 + slotting,Br_T,16,-0.0039346694828862015,0.00012716660699410958,0.003936723928025734
S2 h7 + slotting,Br_T,17,-0.005481723948949334,0.00019898302602558,0.005485334237503762
S2 h7 + slotting,Br_T,18,0.017696828331435356,-0.0008745843544521221,0.0177184263066827
S2 h7 + slotting,Br_T,19,-0.004396450861491312,0.00021628132308592702,0.004401767575443244
S2 h7 + slotting,Br_T,20,-0.0027928627064994624,0.00015491360317795833,0.0027971557557285006
S2 h7 + slotting,Br_T,21,-0.0013566525283179498,9.44027864351194e-05,0.0013599330750732554
S2 h7 + slotting,Br_T,22,-0.0006228785892616163,0.00011112939479061204,0.0006327143742219462
S2 h7 + slotting,Br_T,23,-0.0002621822426532902,0.00016182392054739505,0.00030810145995116344
S2 h7 + slotting,Br_T,24,-0.002993841779661123,-0.0006366190103297338,0.0030607796990240396
S2 h7 + slotting,Br_T,25,-0.00018265769984642305,0.00015680714767838476,0.00024073287452322905
S2 h7 + slotting,Br_T,26,-0.0002699848150738352,0.00010831843612770238,0.0002909032209783937
S2 h7 + slotting,Br_T,27,-0.00021154413814226632,5.6565541433479334e-05,0.00021897621528379953
S2 h7 + slotting,Br_T,28,0.00017268191419017175,3.717970536226528e-05,0.00017663910659649154
S2 h7 + slotting,Br_T,29,0.0005775152903908459,2.3840011675040616e-05,0.0005780071425094064
S2 h7 + slotting,Br_T,30,-0.004922546956062164,8.282947321100196e-05,0.0049232437738008965
S2 h7 + slotting,Br_T,31,0.00041325924175960715,-6.548595280742129e-06,0.0004133111237311142
S2 h7 + slotting,Br_T,32,8.575399058335805e-05,-1.856689600569652e-06,8.577408814580032e-05
S2 h7 + slotting,Br_T,33,-0.00025425970743931465,3.525896974164543e-05,0.0002566928003944952
S2 h7 + slotting,Br_T,34,-0.00045686729618378856,0.00010749676143925863,0.00046934345637519485
S2 h7 + slotting,Br_T,35,-0.0005593459561497713,0.00017663735880788978,0.0005865736570864132
S2 h7 + slotting,Br_T,36,0.0008183127166541029,-0.0007753564183307187,0.0011273035428332773
S2 h7 + slotting,Br_T,37,-0.00046955141806222174,0.00014806135785429045,0.0004923420557842886
S2 h7 + slotting,Br_T,38,-0.00037470122462983564,9.145381029842602e-05,0.0003857004111447109
S2 h7 + slotting,Br_T,39,-0.0002938592255746032,3.4602999605761045e-05,0.00029588952674439466
S2 h7 + slotting,Br_T,40,-0.0002595723338878681,1.2812923492812329e-05,0.0002598883751313774
S2 h7 + slotting,Br_T,41,-0.00024392862575773434,7.711341027565926e-06,0.00024405048503229866
S2 h7 + slotting,Br_T,42,-0.00023129010087028653,4.643140426186568e-06,0.00023133670161391297
S2 h7 + slotting,Br_T,43,-0.0002205142024087591,2.8258143789516677e-06,0.00022053230758978484
S2 h7 + slotting,Br_T,44,-0.0002109166662344956,1.6772965875380512e-06,0.00021092333540724263
S2 h7 + slotting,Br_T,45,-0.000202168508597275,9.122829008366866e-07,0.00020217056691946436
S2 h7 + slotting,Br_T,46,-0.00019409267957572334,3.816971006019297e-07,0.00019409305489264943
S2 h7 + slotting,Br_T,47,-0.00018658186513098324,2.0633039641182138e-09,0.00018658186514239168
S2 h7 + slotting,Br_T,48,-0.0001795637150192171,-2.7617265402197665e-07,0.00017956392739867726
S2 h7 + slotting,Br_T,49,-0.00017298498456090687,-4.838856963162345e-07,0.00017298566133903785
S2 h7 + slotting,Br_T,50,-0.0001668037763008083,-6.411052754113898e-07,0.00016680500833063814
S2 h7 + slotting,Br_T,51,-0.00016098549233224332,-7.612761931387524e-07,0.00016098729230252
S2 h7 + slotting,Br_T,52,-0.00015550058990760035,-8.536905819313664e-07,0.00015550293324957372
S2 h7 + slotting,Br_T,53,-0.00015032326043303164,-9.249345941445795e-07,0.00015032610595375808
S2 h7 + slotting,Br_T,54,-0.0001454306043613758,-9.797802142767847e-07,0.0001454339047615215
S2 h7 + slotting,Br_T,55,-0.0001408020847447888,-1.0217524539803908e-06,0.00014080579194960662
S2 h7 + slotting,Br_T,56,-0.00013641914447849913,-1.0535000698241845e-06,0.00013642321225745545
S2 h7 + slotting,Br_T,57,-0.0001322649240928888,-1.0770438718463939e-06,0.00013226930924745738
S2 h7 + slotting,Br_T,58,-0.00012832404422536648,-1.093946649548554e-06,0.00012832870702078264
S2 h7 + slotting,Br_T,59,-0.0001245824316052802,-1.1054317963328068e-06,0.00012458733580962658
S2 h7 + slotting,Br_T,60,-0.00012102717567726694,-1.1124675614208165e-06,0.00012103228840475276
S2 h7 + slotting,Bt_T,0,-0.002461233393460658,0.0,0.002461233393460658
S2 h7 + slotting,Bt_T,1,0.0010822047839215124,-0.01908273343654871,0.01911339537090982
S2 h7 + slotting,Bt_T,2,0.0006894494782538813,-0.023254402011018877,0.02326462020908881
S2 h7 + slotting,Bt_T,3,0.0003332343994191303,-0.012005476077324278,0.012010099958291845
S2 h7 + slotting,Bt_T,4,0.00028057265189669535,-0.002086219589602772,0.0021050019451379852
S2 h7 + slotting,Bt_T,5,0.00034844282253262266,0.0019227746576376927,0.0019540918055782966
S2 h7 + slotting,Bt_T,6,-0.0012522745565345693,-0.04301275537933902,0.043030980896184574
S2 h7 + slotting,Bt_T,7,0.00029681520966279946,0.001028003313005358,0.0010699953645867647
S2 h7 + slotting,Bt_T,8,0.00017299026844737315,-0.0018535551336881875,0.0018616101274432648
S2 h7 + slotting,Bt_T,9,1.1032840109758458e-05,-0.005057381147102163,0.005057393181336139
S2 h7 + slotting,Bt_T,10,-0.00017716006450876667,-0.008699543291288228,0.008701346974202027
S2 h7 + slotting,Bt_T,11,-0.0003549650462789577,-0.01139339554191733,0.011398923728083345
S2 h7 + slotting,Bt_T,12,0.0019361527937186056,0.033819335449956564,0.03387471236656207
S2 h7 + slotting,Bt_T,13,-0.00039843792366686594,-0.00904782936295596,0.00905659808980083
S2 h7 + slotting,Bt_T,14,-0.0002639464287316601,-0.005716153088568618,0.00572224377750483
S2 h7 + slotting,Bt_T,15,-0.00012704666039339756,-0.0023649001982987347,0.0023683103263361645
S2 h7 + slotting,Bt_T,16,-0.00012321317578494135,0.00039786525654396106,0.00041650720168059853
S2 h7 + slotting,Bt_T,17,-0.00018581834015670548,0.0023123819167736215,0.002319835896040977
S2 h7 + slotting,Bt_T,18,0.0008378785349899159,-0.021751367487393727,0.021767499351350528
S2 h7 + slotting,Bt_T,19,-0.0001971706957010774,0.0017175632561986607,0.0017288434927103704
S2 h7 + slotting,Bt_T,20,-0.00013478102388957407,0.0002373122718062351,0.0002729158089055274
S2 h7 + slotting,Bt_T,21,-6.303067767710059e-05,-0.00112569199994026,0.0011274552519093327
S2 h7 + slotting,Bt_T,22,-4.85162695513188e-05,-0.00178842877711919,0.001789086727701935
S2 h7 + slotting,Bt_T,23,-6.946547788054114e-05,-0.0020799224945141667,0.0020810821790124496
S2 h7 + slotting,Bt_T,24,0.0003185597264354739,0.001590559032255124,0.0016221462123973292
S2 h7 + slotting,Bt_T,25,-7.450431059184601e-05,-0.0019402046117966867,0.0019416345763129319
S2 h7 + slotting,Bt_T,26,-4.521335825373097e-05,-0.0016974641591585825,0.0016980661999440815
S2 h7 + slotting,Bt_T,27,1.3044305579756629e-05,-0.0015687752938715954,0.0015688295243811447
S2 h7 + slotting,Bt_T,28,9.419307179956095e-05,-0.0017382051312636352,0.0017407554145043665
S2 h7 + slotting,Bt_T,29,0.00017080247136775116,-0.0019233139022808376,0.001930883178996615
S2 h7 + slotting,Bt_T,30,-0.0008102777780331082,0.0018707848389534832,0.0020387216561444776
S2 h7 + slotting,Bt_T,31,0.0001654445175665908,-0.0015872454394148603,0.0015958445956095208
S2 h7 + slotting,Bt_T,32,0.00011120800738672786,-0.0012962328709821573,0.0013009945721337859
S2 h7 + slotting,Bt_T,33,6.296243695848797e-05,-0.0010183491291079435,0.001020293691650918
S2 h7 + slotting,Bt_T,34,6.953997861557158e-05,-0.0007912394442444988,0.0007942894099471537
S2 h7 + slotting,Bt_T,35,8.661228447083746e-05,-0.0006178571988097307,0.000623898393925056
S2 h7 + slotting,Bt_T,36,-0.000277363291896417,-0.0023892171361791824,0.0024052627547741785
S2 h7 + slotting,Bt_T,37,4.5046127960940924e-05,-0.0006257286915283774,0.0006273480286460529
S2 h7 + slotting,Bt_T,38,1.9849272351916585e-05,-0.0007070183560897251,0.0007072969316070288
S2 h7 + slotting,Bt_T,39,4.616606618934065e-06,-0.0007828107550201851,0.0007828243680621767
S2 h7 + slotting,Bt_T,40,4.1370909276660913e-07,-0.0007958590993670617,0.0007958592068956443
S2 h7 + slotting,Bt_T,41,-8.841501484229327e-07,-0.0007816596031249303,0.000781660103164354
S2 h7 + slotting,Bt_T,42,-1.475505393445301e-06,-0.0007649530400384678,0.0007649544630762409
S2 h7 + slotting,Bt_T,43,-1.7489806339735558e-06,-0.0007471315128282353,0.0007471335599437798
S2 h7 + slotting,Bt_T,44,-1.8679706540155924e-06,-0.0007291244925163566,0.0007291268853235346
S2 h7 + slotting,Bt_T,45,-1.906013241815136e-06,-0.0007113452840144875,0.0007113478375423165
S2 h7 + slotting,Bt_T,46,-1.8996209442366321e-06,-0.0006939797637361831,0.0006939823636340194
S2 h7 + slotting,Bt_T,47,-1.8683088216889991e-06,-0.000677109170819546,0.000677111748373772
S2 h7 + slotting,Bt_T,48,-1.8230873789082249e-06,-0.0006607637501580149,0.0006607662651577142
S2 h7 + slotting,Bt_T,49,-1.7704173907486018e-06,-0.0006449478338892835,0.0006449502638314184
S2 h7 + slotting,Bt_T,50,-1.7141945201780885e-06,-0.0006296523032436451,0.0006296546366405001
S2 h7 + slotting,Bt_T,51,-1.6568070904890055e-06,-0.000614861092618478,0.0006148633248338395
S2 h7 + slotting,Bt_T,52,-1.5997282335735651e-06,-0.0006005547157074722,0.0006005568463425458
S2 h7 + slotting,Bt_T,53,-1.54386104265375e-06,-0.0005867122300429004,0.0005867142612795707
S2 h7 + slotting,Bt_T,54,-1.4897465946224281e-06,-0.0005733123493742646,0.0005733142849170558
S2 h7 + slotting,Bt_T,55,-1.4376928525862916e-06,-0.0005603340755456445,0.0005603359199429663
S2 h7 + slotting,Bt_T,56,-1.3878563978881384e-06,-0.0005477570522245198,0.0005477588104330925
S2 h7 + slotting,Bt_T,57,-1.3402952419462058e-06,-0.000535561754361039,0.0005355634314678416
S2 h7 + slotting,Bt_T,58,-1.2950034764261433e-06,-0.0005237295792957017,0.0005237311803427945
S2 h7 + slotting,Bt_T,59,-1.2519342788022847e-06,-0.0005122428786040762,0.0005122444084809798
S2 h7 + slotting,Bt_T,60,-1.2110153211922948e-06,-0.0005010849543162616,0.0005010864176968262
