name,value
structure1_scale,1.0
structure2_scale,1.0
model_Br_min,0.0006908454205618385
model_Br_max,0.715292799809911
model_Br_mean,0.5605297066209349
model_Br_rms,0.5965588523786157
model_Bt_min,-0.05964829655202399
model_Bt_max,0.05964829655202399
model_Bt_mean,7.37689717358908e-18
model_Bt_rms,0.030529487051770124
femm_Br_min,4.9341242015218684e-05
femm_Br_max,0.6272661049020922
femm_Br_mean,0.46727059144078725
femm_Br_rms,0.5228216083135656
femm_Bt_min,-0.08124424582377504
femm_Bt_max,0.08114499821865068
femm_Bt_mean,6.505491991434844e-05
femm_Bt_rms,0.031694979912558735
Br_relative_l2,0.20715588527818984
Bt_relative_l2,0.67861230919908
Br_best_scalar_to_FEMM,0.8675544079267445
Bt_best_scalar_to_FEMM,0.7907311684960955
Br_relative_l2_after_best_scalar,0.14168519363441417
Bt_relative_l2_after_best_scalar,0.6479836141757774
