0	0
0.025000000000000001	9.0356799999999993
0.050000000000000003	17.685400000000001
0.074999999999999997	25.563300000000002
0.10000000000000001	32.283299999999997
0.125	37.578600000000002
0.14999999999999999	41.658299999999997
0.17499999999999999	44.850499999999997
0.20000000000000001	47.4833
0.22500000000000001	49.837499999999999
0.25	52.004199999999997
0.27500000000000002	54.027099999999997
0.29999999999999999	55.950000000000003
0.32500000000000001	57.811500000000002
0.34999999999999998	59.629199999999997
0.375	61.415599999999998
0.40000000000000002	63.183300000000003
0.42499999999999999	64.943799999999996
0.45000000000000001	66.7042
0.47499999999999998	68.470799999999997
0.5	70.25
0.52500000000000002	72.048199999999994
0.55000000000000004	73.872900000000001
0.57499999999999996	75.731999999999999
0.59999999999999998	77.633300000000006
0.625	79.584100000000007
0.65000000000000002	81.589600000000004
0.67500000000000004	83.654399999999995
0.69999999999999996	85.783299999999997
0.72499999999999998	87.982600000000005
0.75	90.264600000000002
0.77500000000000002	92.643500000000003
0.80000000000000004	95.133300000000006
0.82499999999999996	97.753100000000003
0.84999999999999998	100.542
0.875	103.54300000000001
0.90000000000000002	106.8
0.92500000000000004	110.358
0.94999999999999996	114.267
0.97499999999999998	118.575
1	123.333
1.0249999999999999	128.602
1.05	134.47900000000001
1.075	141.07599999999999
1.1000000000000001	148.5
1.125	156.90899999999999
1.1499999999999999	166.64599999999999
1.175	178.102
1.2	191.667
1.2250000000000001	207.922
1.25	228.208
1.2749999999999999	254.05699999999999
1.3	287
1.325	329.25999999999999
1.3500000000000001	385.83300000000003
1.375	462.40600000000001
1.3999999999999999	564.66700000000003
1.425	698.92700000000002
1.45	874
1.4750000000000001	1099.3199999999999
1.5	1384.3299999999999
1.5249999999999999	1737.49
1.55	2163.3800000000001
1.575	2665.5700000000002
1.6000000000000001	3247.6700000000001
1.625	3912.7600000000002
1.6499999999999999	4661.9399999999996
1.675	5495.7700000000004
1.7	6414.8299999999999
1.7247399999999999	7407.0200000000004
1.74794	8409.4799999999996
1.76806	9346.6499999999996
1.78356	10143
1.7934600000000001	10794.799999999999
1.7991200000000001	11585.9
1.80246	12871.700000000001
1.8053900000000001	15008
1.80945	18240.799999999999
1.8146500000000001	22378
1.8206100000000001	27118.299999999999
1.82694	32160
