fit_kind,apply_s1_correction,theta_offset_deg,structure2_scale,structure1_scale,structure1_condition,solver_scaling,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,Br_rms,Bt_rms,slotted_Br_L2_left,slotted_Bt_L2_left,slotted_Br_L2_middle,slotted_Bt_L2_middle,slotted_Br_L2_right,slotted_Bt_L2_right,slotted_Br_L2_edge,slotted_Bt_L2_edge,slotted_Br_L2_all,slotted_Bt_L2_all,slotted_Br_rms,slotted_Bt_rms,slotless_csv,slotted_csv,plot,summary_csv
all_BrBt_cS2_kS1,True,30.0,0.35905285019659894,5.129738436608512,854207.4949590549,rowcol,0.3316858290121954,0.6796016119626717,0.04301614355735555,0.5259319292270777,0.3313502854274259,0.6726181933878947,0.3315179504088065,0.6761022589842371,0.12871587595491193,0.6751662822941722,0.5183057398990971,0.02682453917637576,0.30987701727608735,0.7238151307775076,0.019174199175403164,0.1301218143111104,0.3092819893518348,0.7685583376403828,0.30957904428194805,0.7465986027074346,0.12282931824755132,0.5136432852980484,0.5195809850142092,0.04808255205488243,results\paper5_edge_structure1_sweep_h5_scaled\best_slotless_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h5_scaled\best_slotted_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h5_scaled\best_edge_structure1_diagnostic.png,results\paper5_edge_structure1_sweep_h5_scaled\edge_structure1_sweep_summary.csv
