angle_deg,lambda_a_raw,lambda_b_raw,lambda_a,lambda_b
0.01,1.1670002492467597,0.011088539566086242,1.0647264931698759,0.0035989517150330813
0.20993333333333336,1.151957397917814,0.029674872280549713,1.0626315734941567,0.00464050980744859
0.40986666666666677,1.1737336694925624,0.019216698646059925,1.0623017509806427,0.005457102595041611
0.6098000000000001,1.1459100456868858,-0.016366206810406275,1.0635085919284335,0.006491058452757084
0.8097333333333334,1.1325388671884142,0.06045223168088608,1.0652865873373867,0.008308459396622685
1.0096666666666667,1.1670723629061306,0.05173535344939133,1.0663350021935494,0.011232204350479617
1.2096000000000002,1.2181204232632732,0.07009772709448338,1.0656585644096195,0.015037319232009698
1.4095333333333337,1.2238304285950499,0.12081994965443446,1.0631618034761163,0.018936887162563372
1.609466666666667,1.1719742680934002,0.09388502270804525,1.0598723083524662,0.0219575668237887
1.8094000000000001,1.1312740199435847,0.051972933477010645,1.057595104815658,0.02358458644687096
2.0093333333333336,1.0532672120657764,0.10406723648952265,1.0580560550425044,0.024363391255822445
2.209266666666667,1.1769574589001888,0.05618742268178125,1.0618625223010283,0.026095478262975903
2.4092000000000007,1.2927597060529312,0.04437117348931731,1.0677561520701033,0.03140979288899181
2.609133333333334,1.2685253520594533,0.09686635756013728,1.0725642321571667,0.0427772367545374
2.8090666666666677,1.2266411895671545,0.1409490846952732,1.0719817628135857,0.061329931256364434
3.009000000000001,1.2201087062365987,0.16693473213467314,1.061950342175015,0.0859965907146227
3.2089333333333343,1.2007540020017704,0.2056026880294849,1.0401119590567296,0.11338018557485215
3.4088666666666674,1.142748407123531,0.263944795008745,1.0067490559239625,0.13850718876477114
3.6088000000000005,1.0955210723844453,0.307152234941353,0.9648202734267343,0.15620081269544803
3.8087333333333344,1.0238081691483316,0.3326977226124981,0.9190813012991145,0.16255204460955477
4.0086666666666675,0.9656455400421109,0.3503715493780339,0.8746690211679873,0.1559182640342884
4.2086000000000015,0.9442429422361609,0.3109044204508978,0.8357433423116353,0.13709418385430547
4.4085333333333345,0.9028940861795332,0.257283057781096,0.8047239017041428,0.10867178791930224
4.608466666666667,0.8497282179994985,0.20844962222183863,0.7823578290860019,0.07395587613823441
4.808400000000001,0.822936665984122,0.17983762651120902,0.7684565572415097,0.03596282909854789
5.008333333333334,0.8059561322218107,0.14024205573166895,0.7628359280410706,-0.0030693559294052205
5.208266666666668,0.8165144690976645,0.0910408426550071,0.7659278230161827,-0.04153314043404102
5.408200000000001,0.8158193540488852,0.03133938559204757,0.7787286539969508,-0.07788449297680078
5.608133333333335,0.826459609157296,-0.013888143235066715,0.8021074122429612,-0.11008942144278405
5.808066666666668,0.8397857799477386,-0.031304217383766986,0.8358352125299126,-0.1354935947688239
6.008000000000001,0.8815220018786782,-0.05449521341535594,0.8778543012254256,-0.15128321918404206
6.207933333333335,0.9267515736974548,-0.07788103513661604,0.9242055777868043,-0.15537430437120295
6.407866666666668,0.9668288113585306,-0.07941454656350899,0.9697332572368469,-0.1473186331422282
6.607800000000002,0.9944899337825082,-0.07672234342506687,1.0093314849360375,-0.12877445054363054
