objective,Br_L2,Bt_L2,alpha_deg,lambda_drop,lambda_b_gain,width_scale,edge_width_deg,edge_bt_gain
0.331184523256403,0.10048267230374124,0.22973650634517934,52.0,0.30000000000000004,0.16,1.0,11.5,0.09999999999999999
0.331185529522121,0.0683754525643859,0.26281007695773506,53.0,0.32,0.14,1.0,11.0,0.07999999999999999
0.3311894099139253,0.06720037707137991,0.26398903284254543,53.5,0.32,0.14,1.0,12.0,0.07999999999999999
0.3311936770924324,0.06868055346082338,0.262513123631609,53.5,0.28,0.14,1.0,12.0,0.07999999999999999
0.3312451258241861,0.09413808503647639,0.2371070407877097,52.5,0.28,0.14,1.0,12.0,0.09999999999999999
0.3312694400506959,0.0809771774583534,0.2502922625923425,52.75,0.30000000000000004,0.14,1.1,11.5,0.07999999999999999
0.3312936229306513,0.08982217512906147,0.24147144780158983,52.5,0.26,0.14,1.1,11.5,0.07999999999999999
0.33131446213572296,0.06859052255655855,0.2627239395791644,53.0,0.30000000000000004,0.14,1.0,11.0,0.07999999999999999
0.33134342147762397,0.0875603928151345,0.2437830286624895,52.5,0.30000000000000004,0.14,1.1,11.5,0.09999999999999999
0.3313547923373711,0.0993717177014538,0.2319830746359173,52.25,0.34,0.14,1.0,12.0,0.06
0.3313939591669063,0.09376481543963598,0.2376291437272703,52.75,0.32,0.14,1.0,12.5,0.07999999999999999
0.3314369852836293,0.07973596689638872,0.25170101838724057,52.75,0.30000000000000004,0.14,1.0,11.5,0.06
0.3314573566600024,0.07933972946722853,0.2521176271927739,52.75,0.32,0.14,1.0,11.5,0.06
0.3314619584961974,0.10108201076483112,0.22821592620170406,52.0,0.32,0.14,1.1,11.5,0.07999999999999999
0.33151164507129627,0.07772672909526042,0.25378491597603586,52.75,0.26,0.14,1.0,11.0,0.07999999999999999
0.3316292737671924,0.08095971023234241,0.25066956353485004,52.75,0.32,0.14,1.1,11.5,0.07999999999999999
0.3316561024738048,0.08745448734119964,0.24420161513260516,52.5,0.32,0.14,1.1,11.5,0.09999999999999999
0.33169045515352996,0.06238301557669873,0.26930743957683123,53.5,0.28,0.14,1.0,11.5,0.07999999999999999
0.3316933918549239,0.0924941602254593,0.23919923162946463,52.5,0.32,0.14,1.0,12.0,0.09999999999999999
0.3317665021863881,0.10131891383571451,0.22780976067924455,52.0,0.30000000000000004,0.14,1.1,11.5,0.07999999999999999
0.3318411929849444,0.08176083158821651,0.2500803613967279,52.75,0.28,0.14,1.1,11.5,0.07999999999999999
0.3318882963546283,0.08731781717470577,0.24457047917992253,52.75,0.30000000000000004,0.14,1.1,12.0,0.07999999999999999
0.3319094097502904,0.08601463600816715,0.24589477374212323,52.5,0.32,0.14,1.0,11.5,0.06
0.33192389486758117,0.08836448818190255,0.24355940668567863,52.5,0.28,0.14,1.1,11.5,0.09999999999999999
0.3319369257459765,0.10709853822573961,0.2106413110687577,51.75,0.32,0.14,1.0,11.5,0.09999999999999999
0.33195298207333984,0.08646285339106134,0.24549012868227849,52.5,0.30000000000000004,0.14,1.0,11.5,0.06
0.331961338489964,0.0842510546793902,0.24771028381057378,52.5,0.26,0.14,1.0,11.0,0.09999999999999999
0.33198991529255323,0.07356744486697749,0.25842247042557576,53.25,0.34,0.14,1.0,12.0,0.06
0.33202748658301506,0.09996413266645224,0.23206335391656285,52.0,0.32,0.16,1.0,11.5,0.07999999999999999
0.3320601711595939,0.10033911920309946,0.23104281355029552,52.5,0.34,0.14,1.0,12.5,0.07999999999999999
0.33206020043146034,0.08816911401905196,0.2438910864124084,52.75,0.28,0.14,1.1,12.0,0.07999999999999999
0.3320984238075048,0.06905074734839095,0.26304767645911387,53.0,0.34,0.14,1.0,11.0,0.07999999999999999
0.33214372595463637,0.07324839916333845,0.2588953267912979,53.0,0.30000000000000004,0.14,1.0,11.5,0.06
0.3321499413697061,0.09417253182914433,0.23797740954056176,52.5,0.34,0.14,1.1,12.0,0.07999999999999999
0.33217336973174716,0.09582189792316026,0.23635147180858687,52.5,0.26,0.14,1.0,12.0,0.09999999999999999
0.3322002468096661,0.09618407529006867,0.23601617151959742,52.0,0.32,0.14,1.1,11.0,0.09999999999999999
0.3322396217730314,0.07291908217438932,0.2593205395986421,53.0,0.32,0.14,1.0,11.5,0.06
0.33226229586348127,0.0808496746870044,0.2514126211764769,52.75,0.28,0.14,1.0,11.5,0.06
0.33229203300681337,0.07456650170673972,0.25772553130007364,52.75,0.32,0.14,1.0,11.0,0.09999999999999999
0.3323636381425427,0.07969738561079148,0.25266625253175123,52.75,0.34,0.14,1.0,11.5,0.06
0.3324413509998329,0.09634828115382453,0.23609306984600836,52.0,0.30000000000000004,0.14,1.1,11.0,0.09999999999999999
0.3324420385201419,0.0696577742032547,0.26278426431688723,53.0,0.28,0.14,1.0,11.0,0.07999999999999999
0.33245758933063246,0.1015577227693083,0.2277844210227076,52.25,0.28,0.14,1.1,12.0,0.07999999999999999
0.3324694769934504,0.0765673447024413,0.2559021322910091,53.25,0.26,0.14,1.0,12.0,0.06
0.3325148476095018,0.06201950512437171,0.2704953424851301,53.5,0.34,0.14,1.0,11.5,0.07999999999999999
0.33259983762346007,0.08717188393147832,0.24542795369198175,52.75,0.32,0.14,1.1,12.0,0.07999999999999999
0.33261289987754394,0.10357965072058385,0.22187394771579244,51.75,0.28,0.14,1.0,11.0,0.09999999999999999
0.332640502604523,0.07486987891313202,0.257770623691391,52.75,0.30000000000000004,0.14,1.0,11.0,0.09999999999999999
0.3326825585847221,0.08625218402080338,0.24643037456391872,52.5,0.34,0.14,1.0,11.5,0.06
0.3326912482800829,0.07066479916647732,0.26202644911360556,53.5,0.26,0.14,1.0,12.0,0.07999999999999999
0.3326918427765372,0.1070837677695388,0.21144053946792082,51.75,0.34,0.14,1.0,11.5,0.09999999999999999
0.3327498430112438,0.10001894558834827,0.23269300624619893,52.0,0.34,0.16,1.0,11.5,0.07999999999999999
0.3327758808302793,0.08756321952724386,0.24521266130303548,52.5,0.28,0.14,1.0,11.5,0.06
0.3327881470458711,0.09666694053450826,0.23612120651136287,52.0,0.34,0.14,1.1,11.0,0.09999999999999999
0.33280737291701457,0.06782034195832394,0.26498703095869064,53.5,0.34,0.14,1.0,12.0,0.07999999999999999
0.3328242462349481,0.10078459902284358,0.2304704491664174,52.25,0.34,0.14,1.1,12.0,0.07999999999999999
0.3328547837461587,0.09432982794940807,0.2385249557967506,52.75,0.30000000000000004,0.14,1.0,12.5,0.06
0.3328673180271172,0.07324839916333845,0.25961891886377875,53.0,0.30000000000000004,0.14,1.0,11.5,0.09999999999999999
0.33289839483370753,0.08807669920004613,0.24482169563366138,52.5,0.34,0.14,1.1,11.5,0.09999999999999999
0.33290785186319427,0.10206966471894935,0.22669885770634624,52.5,0.28,0.14,1.0,12.5,0.07999999999999999
0.332925213321215,0.07506903986205236,0.2578561734591626,52.75,0.34,0.14,1.0,11.0,0.09999999999999999
0.3329439313313612,0.10098624158392736,0.22998520657957913,52.25,0.28,0.14,1.0,12.0,0.06
0.33295676158954846,0.0817388575160939,0.25121790407345457,52.75,0.34,0.14,1.1,11.5,0.07999999999999999
0.33295975431113267,0.10764067955786667,0.21003771563753262,51.75,0.30000000000000004,0.14,1.0,11.5,0.09999999999999999
