angle_deg,Br_T,Bt_T
0.01,0.06744173929298665,1.1536513305159548e-06
0.20993333333333336,0.06743871301155104,2.4194928944132607e-05
0.40986666666666677,0.06743020064636084,4.710510907517717e-05
0.6098000000000001,0.06741624806658178,6.975992859261798e-05
0.8097333333333334,0.06739693050505766,9.203626335219794e-05
1.0096666666666667,0.06737235222408078,0.00011381267838003865
1.2096000000000002,0.06734264605187347,0.00013496997170917835
1.409533333333334,0.06730797279152341,0.00015539170982703916
1.609466666666667,0.06726852050459507,0.00017496475272427955
1.8094000000000001,0.0672245036721097,0.0001935797665760457
2.0093333333333336,0.06717616223604661,0.0002111317221346443
2.209266666666667,0.06712376052496598,0.00022752037696812654
2.4092000000000007,0.06706758606778762,0.00024265073974196347
2.609133333333334,0.0670079483001777,0.0002564335148105489
2.8090666666666677,0.06694517716839628,0.0002687855254614989
3.009000000000001,0.0668796216358411,0.00027963011423818906
3.2089333333333343,0.06681164809788398,0.0002888975188544712
3.4088666666666674,0.0667416387109368,0.00029652522230949553
3.6088000000000005,0.066669989642001,0.0003024582759099178
3.8087333333333344,0.06659710924524782,0.0003066495940105749
4.0086666666666675,0.06652341617244421,0.0003090602193932531
4.2086000000000015,0.06644933742428165,0.0003096595583152238
4.4085333333333345,0.06637530634987912,0.00030842558437493356
4.608466666666667,0.06630176060191936,0.0003053450104608114
4.808400000000001,0.06622914005503601,0.00030041342817002463
5.008333333333334,0.06615788469519883,0.00029363541420713624
5.208266666666668,0.06608843248794483,0.00028502460339686826
5.408200000000001,0.06602121723337429,0.00027460372807049154
5.608133333333335,0.06595666641587174,0.00026240462371112153
5.808066666666668,0.0658951990565235,0.00024846820086874645
6.008000000000001,0.06583722357618484,0.00023284438348093747
6.207933333333335,0.06578313567710313,0.00021559201385889373
6.407866666666668,0.06573331625092514,0.0001967787247210165
6.607800000000002,0.06568812932081262,0.0001764807787761906
6.807733333333334,0.06564792002525598,0.00015478287647672384
7.007666666666668,0.06561301265101409,0.00013177793267545653
7.207599999999999,0.06558370872242231,0.00010756682303272477
7.407533333333334,0.06556028515409536,8.225810112605756e-05
7.607466666666668,0.06554299247381443,5.5967687318496566e-05
7.807400000000001,0.06553205312212464,2.8818530539638952e-05
8.007333333333333,0.06552765983488582,9.402442266972258e-07
8.207266666666667,0.0655299741147114,-2.7531282239310737e-05
8.407200000000001,0.06553912479690507,-5.645429518502203e-05
8.607133333333334,0.06555520671516023,-8.568160989054651e-05
8.807066666666667,0.06557827947192425,-0.00011506106386647944
9.007000000000003,0.06560836631795194,-0.00014443598853556623
9.206933333333332,0.06564545314518205,-0.0001736456976358447
9.406866666666668,0.06568948759666333,-0.00020252599061217023
9.606800000000002,0.06574037829684476,-0.0002309096692202776
9.806733333333336,0.0657979942051172,-0.00025862706553172115
10.006666666666666,0.06586216409506317,-0.00028550657949950696
10.206600000000002,0.06593267616143339,-0.00031137522422285585
10.406533333333336,0.066009277756426,-0.0003360591770354198
10.606466666666668,0.06609167525640153,-0.0003593843345343812
10.8064,0.06617953405971985,-0.0003811768696680877
11.006333333333334,0.06627247871594309,-0.0004012637890072518
11.20626666666667,0.06637009318620568,-0.00041947348833901616
11.4062,0.0664719212341171,-0.00043563630474435593
11.606133333333334,0.06657746694613076,-0.00044958506334711625
11.806066666666668,0.06668619537988896,-0.0004611556169572091
12.006000000000002,0.06679753333864022,-0.00047018737687113126
12.205933333333334,0.06691087026941955,-0.00047652383313941934
12.405866666666668,0.06702555928229105,-0.00048001306266305156
