apply_s1_correction,s1_theta_offset_deg,s1_scale,s1_condition,solver,Br_rms,Bt_rms,Br_L2_all,Bt_L2_all,Br_L2_edge,Bt_L2_edge,Br_L2_middle,Bt_L2_middle,objective
True,-90.0,0.30000000000000066,174075200.51443508,rowcol,0.5068607853296314,0.05135939172503419,0.07378770740360399,0.22490323890850777,0.13898657565050795,0.28357708555336775,0.05399943751457834,0.1596589132462306,0.2986909463121118
True,30.0,0.30000000000000066,174075200.51443508,rowcol,0.5068607853296314,0.05135939172503419,0.07378770740360399,0.22490323890850777,0.13898657565050795,0.28357708555336775,0.053999437514578336,0.1596589132462306,0.2986909463121118
True,-90.0,0.20000000000000065,174075200.51443508,rowcol,0.4985816477460826,0.050574562702210224,0.07731990360623359,0.22320034049971632,0.15343726316402168,0.2821105885518382,0.0526945079490203,0.15742878775249697,0.3005202441059499
True,30.0,0.20000000000000065,174075200.51443508,rowcol,0.4985816477460826,0.050574562702210224,0.07731990360623359,0.22320034049971632,0.15343726316402168,0.2821105885518382,0.0526945079490203,0.15742878775249697,0.3005202441059499
True,-90.0,0.4000000000000007,174075200.51443508,rowcol,0.5151404269870429,0.05214498207650549,0.07374642949401107,0.227793122247163,0.12476474449609656,0.2859725598376848,0.05993722863173447,0.16356046948298839,0.3015395517411741
True,30.0,0.4000000000000007,174075200.51443508,rowcol,0.5151404269870429,0.05214498207650549,0.07374642949401107,0.227793122247163,0.12476474449609656,0.2859725598376848,0.05993722863173448,0.16356046948298839,0.3015395517411741
True,20.0,0.30000000000000066,174075200.51443508,rowcol,0.5051095877233583,0.05096200063740016,0.07622060633535348,0.2263973410485881,0.13900861914713186,0.2815501411087454,0.05784721975370807,0.1664201482703328,0.3026179473839416
True,-80.0,0.30000000000000066,174075200.51443508,rowcol,0.5051095876880103,0.05096200098775251,0.07619714243820339,0.22718022934193735,0.13900868615598994,0.28144385915384434,0.05781063256287309,0.1685221757053075,0.30337737178014074
True,40.0,0.30000000000000066,174075200.51443508,rowcol,0.5051095876880103,0.05096200098775251,0.07619714243820339,0.22718022934193735,0.13900868615598994,0.28144385915384434,0.057810632562873075,0.1685221757053075,0.30337737178014074
True,20.0,0.20000000000000065,174075200.51443508,rowcol,0.4974109151090913,0.05030757034694554,0.07925098161208655,0.22436540145026876,0.15345180092396324,0.2809840857836798,0.05597642883986631,0.16210260404585172,0.3036163830623553
True,10.0,0.30000000000000066,174075200.51443508,rowcol,0.4977760713846878,0.050215074662802846,0.07964723660376433,0.22400590757659136,0.1390221516968149,0.27807040192198784,0.06306402919505576,0.1653795806576386,0.3036531441803557
True,-80.0,0.20000000000000065,174075200.51443508,rowcol,0.4974109150855411,0.05030757057979538,0.07923593804796711,0.22489234518791043,0.15345184139187037,0.28091309283903687,0.05595122450344895,0.163543957144752,0.30412828323587754
True,40.0,0.20000000000000065,174075200.51443508,rowcol,0.4974109150855411,0.05030757057979538,0.07923593804796711,0.22489234518791043,0.15345184139187035,0.28091309283903687,0.05595122450344896,0.163543957144752,0.30412828323587754
True,10.0,0.20000000000000065,174075200.51443508,rowcol,0.49248716164719325,0.04980606445369756,0.08214856823921175,0.22292137206994603,0.15346086407101675,0.27910012634818254,0.06071053321344993,0.16116935118405665,0.3050699403091578
True,10.0,0.4000000000000007,174075200.51443508,rowcol,0.5031019119244613,0.05063030819711177,0.07934721429007141,0.22597439451745055,0.12481237862413667,0.2773297775851123,0.06785309693034935,0.17125143230691,0.30532160880752196
True,20.0,0.4000000000000007,174075200.51443508,rowcol,0.5128118380676979,0.05161916033775851,0.07620399062718809,0.2294448261314646,0.12479447025593506,0.28283271219096917,0.06345709908499984,0.17217536869129618,0.3056488167586527
True,-70.0,0.30000000000000066,174075200.51443508,rowcol,0.49777607160112075,0.050215072517328825,0.07964153500401638,0.22602544335526667,0.13902214638543242,0.27792351040658286,0.06305551761000838,0.17056459599290338,0.305666978359283
True,50.0,0.30000000000000066,174075200.51443508,rowcol,0.49777607160112075,0.050215072517328825,0.07964153500401638,0.22602544335526667,0.13902214638543242,0.27792351040658286,0.06305551761000837,0.17056459599290338,0.305666978359283
