edge_width_deg,window_power,edge_bt_gain,edge_params,bt_mode,model_Br_rms,model_Bt_rms,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,field_csv
12.22538107013829,1.0,0.05100000000000012,closed-form,drive,0.5210549193728573,0.04610808479509322,0.05937029880322406,0.48574130529950493,0.04324588148921527,0.3970795008604684,0.06298306123486587,0.484694230946719,0.061206996312483955,0.4852162575591668,0.04646992350961833,0.4395397617350874,results\paper5_analytical_only_pole_edge_drive_closed_form_compare\pole_edge_corrected_br_bt.csv
