edge_width_deg,window_power,edge_bt_gain,edge_params,bt_mode,model_Br_rms,model_Bt_rms,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,field_csv
12.22538107013829,1.0,0.20943951023932,closed-form,untouched,0.5210549193728573,0.038477168421514926,0.05937029880322406,0.6231807664812077,0.04324588148921527,0.3973468923742244,0.06298306123486587,0.6218955087648171,0.061206996312483955,0.6225362684376134,0.04646992350961833,0.51263978750517,results\paper5_analytical_only_pole_edge_correction_compare\pole_edge_corrected_br_bt.csv
