Br_relative_l2,Bt_relative_l2,Br_rms,Bt_rms,slotted_FEMM_Br_rms,slotted_FEMM_Bt_rms,lambda_drop,lambda_b_gain,width_scale,notch_kind,normalize_mean,slot_opening_deg,slot_centers_deg,model_csv
0.14552450298351344,0.4274821570023817,0.47116253626049637,0.04420472375450873,0.5106783515674461,0.04904435641138518,0.08,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.13959813416081415,0.4338386388644423,0.4634854473062286,0.049706064968078056,0.5106783515674461,0.04904435641138518,0.16,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1439536683643029,0.42954643860555713,0.46523715606221905,0.04405864414007006,0.5106783515674461,0.04904435641138518,0.12,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14378992478281516,0.4303864105187991,0.47320978723580853,0.04991806993975595,0.5106783515674461,0.04904435641138518,0.08,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1492644663843849,0.42559619067859106,0.47719136123497496,0.04435466818076117,0.5106783515674461,0.04904435641138518,0.04,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14036903706853712,0.43578393186653114,0.45877616838239016,0.049604570001545466,0.5106783515674461,0.04904435641138518,0.2,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14462266048527267,0.4317864780305822,0.4594192232086095,0.04391646790410328,0.5106783515674461,0.04904435641138518,0.16,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14859095996487232,0.42888300368289456,0.4782186303541884,0.05002854174206323,0.5106783515674461,0.04904435641138518,0.04,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14541621632089943,0.432650163242478,0.47116341007002865,0.03548835703997398,0.5106783515674461,0.04904435641138518,0.08,0.10000000000000003,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14384364919100864,0.43470963526867434,0.46523799665417287,0.0353068161990475,0.5106783515674461,0.04904435641138518,0.12,0.10000000000000003,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14733477300311268,0.431327152462171,0.4496797295296771,0.0330480580001676,0.5106783515674461,0.04904435641138518,0.28,0.10000000000000003,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1469705927355794,0.4323204957999263,0.44980661844794195,0.037861424899059214,0.5106783515674461,0.04904435641138518,0.36,0.14000000000000004,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1491594252769329,0.4307669112641889,0.47719226724052277,0.03567437748779816,0.5106783515674461,0.04904435641138518,0.04,0.10000000000000003,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.136434075578589,0.4442494276301689,0.4675198380631842,0.045686586324007315,0.5106783515674461,0.04904435641138518,0.16,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1430354742040711,0.4378727962598161,0.45417306721588263,0.04950610487320858,0.5106783515674461,0.04904435641138518,0.24000000000000002,0.18000000000000005,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1354651649336765,0.44572922148809596,0.46378854520433355,0.04559875355590978,0.5106783515674461,0.04904435641138518,0.2,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1445126031854764,0.4369428355805054,0.45942002953730815,0.03512982441305216,0.5106783515674461,0.04904435641138518,0.16,0.10000000000000003,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1475010062321436,0.43419955507740793,0.4537128710910079,0.043778233077008004,0.5106783515674461,0.04904435641138518,0.2,0.14000000000000004,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.13895902880824026,0.4428848625479786,0.47134108858033813,0.04577704688200026,0.5106783515674461,0.04904435641138518,0.12,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1360855373722773,0.4473231005549524,0.46014939837456775,0.045513563791157015,0.5106783515674461,0.04904435641138518,0.24000000000000002,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1429575987331342,0.44163659434156033,0.47525012684603113,0.045870119683081585,0.5106783515674461,0.04904435641138518,0.08,0.18000000000000005,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1473925614461518,0.4393471150046045,0.4537136420878666,0.03495745077851545,0.5106783515674461,0.04904435641138518,0.2,0.10000000000000003,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.15343627514685643,0.4337737183404388,0.445298753962755,0.03291073584542227,0.5106783515674461,0.04904435641138518,0.32,0.10000000000000003,1.0,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
