apply_s1_correction,s1_theta_offset_deg,s1_scale,s1_condition,solver,Br_rms,Bt_rms,Br_L2_all,Bt_L2_all,Br_L2_edge,Bt_L2_edge,Br_L2_middle,Bt_L2_middle,objective
True,-90.0,0.25,5192.509650873193,rowcol,0.5035061796563031,0.05100048658811887,0.07517166365882527,0.22492880138430615,0.1445236617852306,0.28273882638556713,0.0536052708589606,0.16097009630708933,0.3001004650431314
