apply_s1_correction,s1_theta_offset_deg,s1_scale,s1_condition,solver,Br_rms,Bt_rms,Br_L2_all,Bt_L2_all,Br_L2_edge,Bt_L2_edge,Br_L2_middle,Bt_L2_middle,objective
True,-90.0,0.25,5192.509650873193,rowcol,0.5035061796563031,0.05100048658811887,0.07517166365882527,0.22492880138430615,0.1445236617852306,0.28273882638556713,0.0536052708589606,0.16097009630708933,0.3001004650431314
True,30.0,0.25,5192.509650873193,rowcol,0.5035061796563031,0.05100048658811887,0.07517166365882527,0.22492880138430615,0.1445236617852306,0.28273882638556713,0.053605270858960594,0.16097009630708933,0.3001004650431314
True,25.0,0.25,5192.509650873193,rowcol,0.5030731789069518,0.05092056798119892,0.07555637383887337,0.22474941574112253,0.14452668362892734,0.28231009372505644,0.05423948913161011,0.16114155526708376,0.3003057895799959
True,-85.0,0.25,5192.509650873193,rowcol,0.503073178872921,0.050920568317408925,0.07554069848958633,0.22504861251087488,0.1445267082375951,0.2822339422980557,0.05421365748977849,0.16202009928997446,0.3005893110004612
True,35.0,0.25,5192.509650873193,rowcol,0.503073178872921,0.050920568317408925,0.07554069848958633,0.22504861251087488,0.14452670823759511,0.28223394229805565,0.05421365748977849,0.16202009928997446,0.3005893110004612
True,20.0,0.25,5192.509650873193,rowcol,0.5017006234885304,0.05069972257311714,0.07662150064383277,0.22446385166786778,0.1445344684082948,0.2810470006704652,0.05597451252282433,0.16226171813331822,0.3010853523117005
True,-80.0,0.25,5192.509650873193,rowcol,0.5017006234674855,0.05069972278136825,0.07659961486963915,0.22515409381583304,0.14453450674736804,0.2809279606569376,0.05593906884171044,0.16418424903193268,0.3017537086854722
True,40.0,0.25,5192.509650873193,rowcol,0.5017006234674855,0.05069972278136825,0.07659961486963915,0.22515409381583304,0.14453450674736806,0.2809279606569376,0.05593906884171044,0.16418424903193268,0.3017537086854722
True,15.0,0.25,5192.509650873193,rowcol,0.49923258027982276,0.050386347250438,0.078252095105886,0.22411616332705528,0.14454376733391575,0.27948710986032316,0.058576650801314085,0.1636370098831076,0.3023682584329413
True,45.0,0.25,5192.509650873193,rowcol,0.49923258033726886,0.050386346681257105,0.07823687863776752,0.2253092045735698,0.14454380378076329,0.2793736657838293,0.05855259896388971,0.16678578040251352,0.3035460832113373
