objective,Br_L2,Bt_L2,lambda_drop,lambda_b_gain,width_scale,edge_width_deg,edge_bt_gain
0.3170996254114997,0.10688205401856302,0.21021757139293673,0.3,0.14,1.0,12.0,0.08000000000000003
0.317188654265847,0.09992972942531074,0.2172589248405363,0.32,0.14,1.0,11.5,0.08000000000000003
0.3172282009164836,0.10044873645198886,0.21677946446449478,0.3,0.14,1.0,11.5,0.08000000000000003
0.31739645644471365,0.10795953174281721,0.20943692470189643,0.28,0.14,1.0,12.0,0.08000000000000003
0.31748589939199373,0.10631409929739667,0.21117180009459707,0.32,0.14,1.0,12.0,0.08000000000000003
0.31788891057101887,0.0999842666769947,0.21790464389402414,0.33999999999999997,0.14,1.0,11.5,0.08000000000000003
0.3179748333802338,0.10151310843484582,0.21646172494538796,0.28,0.14,1.0,11.5,0.08000000000000003
0.31824509108025256,0.10044873645198886,0.21779635462826372,0.3,0.14,1.0,11.5,0.10000000000000005
0.3183038699585867,0.09992972942531074,0.218374140533276,0.32,0.14,1.0,11.5,0.10000000000000005
0.3183401283254298,0.10951421307062939,0.20882591525480043,0.26,0.14,1.0,12.0,0.08000000000000003
0.3185855455341337,0.10628227843322473,0.212303267100909,0.33999999999999997,0.14,1.0,12.0,0.08000000000000003
0.31892245992692625,0.10151310843484582,0.21740935149208046,0.28,0.14,1.0,11.5,0.10000000000000005
0.3191320777228167,0.0999842666769947,0.21914781104582198,0.33999999999999997,0.14,1.0,11.5,0.10000000000000005
0.31935259581356756,0.10063166602264763,0.21872092979091995,0.36,0.14,1.0,11.5,0.08000000000000003
0.31938848240055223,0.10308751923740696,0.21630096316314526,0.26,0.14,1.0,11.5,0.08000000000000003
0.3198900741530394,0.11150974497892763,0.20838032917411173,0.24,0.14,1.0,12.0,0.08000000000000003
0.3202952259197363,0.10308751923740696,0.21720770668232933,0.26,0.14,1.0,11.5,0.10000000000000005
0.3204213955444979,0.10680607103097543,0.21361532451352244,0.36,0.14,1.0,12.0,0.08000000000000003
0.3207537796010969,0.10063166602264763,0.22012211357844927,0.36,0.14,1.0,11.5,0.10000000000000005
0.32142385181195177,0.10513159486396144,0.2162922569479903,0.24,0.14,1.0,11.5,0.08000000000000003
0.3215931762082539,0.10188133710150994,0.21971183910674397,0.38,0.14,1.0,11.5,0.08000000000000003
0.322003159514946,0.11390745347859345,0.20809570603635255,0.22,0.14,1.0,12.0,0.08000000000000003
0.32231730361444094,0.10513159486396144,0.2171857087504795,0.24,0.14,1.0,11.5,0.10000000000000005
0.32300786978956686,0.10789686127834915,0.2151110085112177,0.38,0.14,1.0,12.0,0.08000000000000003
0.3231827509752657,0.10188133710150994,0.2213014138737558,0.38,0.14,1.0,11.5,0.10000000000000005
0.32399693130825896,0.09488345090200304,0.22911348040625593,0.32,0.14,1.0,11.0,0.10000000000000005
0.3240326215137687,0.10760208883603754,0.21643053267773116,0.22,0.14,1.0,11.5,0.08000000000000003
0.3243510801458253,0.09502193624375728,0.22932914390206804,0.33999999999999997,0.14,1.0,11.0,0.10000000000000005
0.3244270347295364,0.0953519943802842,0.2290750403492522,0.3,0.14,1.0,11.0,0.10000000000000005
0.32461373851788106,0.1037325807272165,0.22088115779066456,0.4,0.14,1.0,11.5,0.08000000000000003
0.32463527988217894,0.11666791575415983,0.2079673641280191,0.19999999999999998,0.14,1.0,12.0,0.08000000000000003
0.32493948656962285,0.10760208883603754,0.21733739773358532,0.22,0.14,1.0,11.5,0.10000000000000005
0.32551393759032704,0.09578617410060764,0.2297277634897194,0.36,0.14,1.0,11.0,0.10000000000000005
0.32560610641795296,0.09639822612359585,0.22920788029435712,0.28,0.14,1.0,11.0,0.10000000000000005
0.3257383229750038,0.10688205401856302,0.21885626895644078,0.3,0.14,1.0,12.0,0.10000000000000005
0.32578071561363764,0.10795953174281721,0.21782118387082045,0.28,0.14,1.0,12.0,0.10000000000000005
0.326067059937868,0.10131891383571448,0.2247481461021535,0.3,0.14,1.0999999999999999,11.5,0.10000000000000005
0.32632109245113117,0.10108201076483095,0.2252390816863002,0.32,0.14,1.0999999999999999,11.5,0.10000000000000005
0.3263506104212096,0.10955757857146378,0.21679303184974583,0.4,0.14,1.0,12.0,0.08000000000000003
0.32640375909245334,0.10631409929739667,0.22008965979505668,0.32,0.14,1.0,12.0,0.10000000000000005
0.3264222547555642,0.1037325807272165,0.22268967402834772,0.4,0.14,1.0,11.5,0.10000000000000005
0.32649467845677416,0.10951421307062939,0.21698046538614474,0.26,0.14,1.0,12.0,0.10000000000000005
0.3265958259587232,0.10214151030236494,0.22445431565635826,0.28,0.14,1.0999999999999999,11.5,0.10000000000000005
0.3271631420992805,0.09488345090200304,0.23227969119727745,0.32,0.14,1.0,11.0,0.08000000000000003
0.327165469295377,0.11045487562353692,0.21671059367184006,0.19999999999999998,0.14,1.0,11.5,0.08000000000000003
0.32739149034359205,0.10145805505659443,0.22593343528699764,0.33999999999999997,0.14,1.0999999999999999,11.5,0.10000000000000005
0.32749005635396844,0.0979841734547748,0.22950588289919366,0.26,0.14,1.0,11.0,0.10000000000000005
0.327498023648575,0.09718319805088398,0.23031482559769104,0.38,0.14,1.0,11.0,0.10000000000000005
0.3275175031638237,0.0953519943802842,0.23216550878353953,0.3,0.14,1.0,11.0,0.08000000000000003
0.32756466898850434,0.09502193624375728,0.23254273274474704,0.33999999999999997,0.14,1.0,11.0,0.08000000000000003
0.3277427023496564,0.11975227452127832,0.20799042782837807,0.18,0.14,1.0,12.0,0.08000000000000003
0.3278071915534495,0.10628227843322473,0.2215249131202248,0.33999999999999997,0.14,1.0,12.0,0.10000000000000005
0.32783955463765274,0.11150974497892763,0.21632980965872511,0.24,0.14,1.0,12.0,0.10000000000000005
0.3278650113261956,0.10351401096382513,0.22435100036237046,0.26,0.14,1.0999999999999999,11.5,0.10000000000000005
0.32811148124455225,0.11045487562353692,0.21765660562101533,0.19999999999999998,0.14,1.0,11.5,0.10000000000000005
0.32840763684671165,0.10617525139876104,0.22223238544795063,0.42,0.14,1.0,11.5,0.08000000000000003
