objective,Br_L2,Bt_L2,lambda_drop,lambda_b_gain,width_scale,edge_width_deg,edge_bt_gain
0.3402190122672798,0.08315349634141458,0.25706551592586524,0.36,0.14,1.0999999999999999,12.0,0.08000000000000003
0.34025419499683746,0.08181059441847778,0.2584436005783597,0.22,0.14,1.0,11.5,0.06000000000000001
0.3403122747333718,0.09928382059374638,0.2410284541396254,0.19999999999999998,0.14,1.0,12.5,0.08000000000000003
0.34034508248029977,0.0899297636048138,0.25041531887548596,0.38,0.14,1.0,12.5,0.06000000000000001
0.34061090626295276,0.07469806059856038,0.2659128456643924,0.32,0.12,1.0999999999999999,11.5,0.08000000000000003
0.34072294448707785,0.07977468151722264,0.2609482629698552,0.3,0.14,1.0,12.0,0.10000000000000005
0.3407335767343519,0.08831959250714785,0.25241398422720407,0.22,0.14,1.0999999999999999,12.0,0.08000000000000003
0.3407856802633743,0.07536115036589504,0.2654245298974793,0.28,0.12,1.0999999999999999,11.5,0.08000000000000003
0.3408533304831803,0.07320840160452473,0.26764492887865554,0.3,0.12,1.0,11.5,0.08000000000000003
0.34090002338666026,0.07287856863687553,0.2680214547497847,0.32,0.12,1.0,11.5,0.08000000000000003
0.34101839929584477,0.07722532574939396,0.2637930735464508,0.22,0.14,1.0,11.0,0.08000000000000003
0.34103252466465117,0.07631478672449717,0.264717737940154,0.4,0.14,1.0,11.0,0.08000000000000003
0.34104189048377564,0.08093543966552365,0.260106450818252,0.28,0.14,1.0,12.0,0.10000000000000005
0.3411626927576756,0.08088775281380516,0.2602749399438704,0.3,0.12,1.0999999999999999,12.0,0.08000000000000003
0.34120732807450826,0.07465789761336829,0.26654943046114,0.3,0.14,1.0999999999999999,11.5,0.10000000000000005
0.34131919424848944,0.07933612625803091,0.2619830679904585,0.32,0.14,1.0,12.0,0.10000000000000005
0.34138979015894605,0.08172476334913485,0.2596650268098112,0.28,0.12,1.0999999999999999,12.0,0.08000000000000003
0.34142935331151025,0.07151090569835483,0.2699184476131554,0.26,0.14,1.0,11.0,0.10000000000000005
0.34152164775700683,0.08181059441847778,0.25971105333852906,0.22,0.14,1.0,11.5,0.10000000000000005
0.34163003494925615,0.07474855188788736,0.2668814830613688,0.32,0.14,1.0999999999999999,11.5,0.10000000000000005
0.34174975073169567,0.07433107520529078,0.26741867552640486,0.28,0.12,1.0,11.5,0.08000000000000003
0.34175586833545013,0.09928382059374638,0.24247204774170375,0.19999999999999998,0.14,1.0,12.5,0.06000000000000001
0.34175637970452455,0.07974678700562723,0.26200959269889734,0.3,0.12,1.0,12.0,0.08000000000000003
0.34181892078632903,0.07541054372548481,0.26640837706084425,0.28,0.14,1.0999999999999999,11.5,0.10000000000000005
0.3418810102396192,0.08082326656335331,0.2610577436762659,0.32,0.12,1.0999999999999999,12.0,0.08000000000000003
0.34193341928584997,0.07338057855170448,0.2685528407341455,0.33999999999999997,0.12,1.0,11.5,0.08000000000000003
0.3419477916226203,0.0899297636048138,0.2520180280178065,0.38,0.14,1.0,12.5,0.08000000000000003
0.3419857804540667,0.08208359079844846,0.25990218965561823,0.22,0.14,1.0999999999999999,11.5,0.08000000000000003
0.3420660018937248,0.07566205281273056,0.26640394908099424,0.33999999999999997,0.12,1.0999999999999999,11.5,0.08000000000000003
0.34210617853701103,0.07930771984198032,0.2627984586950307,0.32,0.12,1.0,12.0,0.08000000000000003
0.3422168915446847,0.08276391016192494,0.2594529813827598,0.26,0.14,1.0,12.0,0.10000000000000005
0.34228810577702096,0.0799031210880159,0.26238498468900506,0.4,0.14,1.0,11.5,0.06000000000000001
0.3422892086252971,0.08090829191172036,0.2613809167135767,0.28,0.12,1.0,12.0,0.08000000000000003
0.34231864052935423,0.07690266696387663,0.26541597356547764,0.26,0.12,1.0999999999999999,11.5,0.08000000000000003
0.34246986583824157,0.08023409774195825,0.2622357680962833,0.38,0.14,1.0999999999999999,11.5,0.08000000000000003
0.3425053074767449,0.08328252012682914,0.2592227873499158,0.26,0.12,1.0999999999999999,12.0,0.08000000000000003
