angle_deg,Br_T,Bt_T
0.01,0.0006018071299305851,-0.05197874238886649
0.20993333333333336,0.012632975074042038,-0.0519668926758053
0.40986666666666677,0.024658893523425394,-0.05193350844316898
0.6098000000000001,0.036674567464093255,-0.05187861756737667
0.8097333333333334,0.04867501044300086,-0.05180226587915449
1.0096666666666667,0.06065524873361683,-0.05170451711924637
1.2096000000000002,0.07261032548919585,-0.05158545287681822
1.409533333333334,0.08453530487973444,-0.05144517251061624
1.609466666666667,0.09642527620861889,-0.05128379305295694
1.8094000000000001,0.10827535800498472,-0.05110144909664319
2.0093333333333336,0.12008070208783028,-0.050898292664917785
2.209266666666667,0.13183649759796817,-0.050674493064582264
2.4092000000000007,0.14353797499390725,-0.050430236722425706
2.609133333333334,0.1551804100078198,-0.050165727005124255
2.8090666666666677,0.16675912755776404,-0.049881184022788766
3.009000000000001,0.1782695056123904,-0.04957684441635377
3.2089333333333343,0.18970697900440125,-0.049252961129016934
3.4088666666666674,0.20106704318908547,-0.04890980316195386
3.6088000000000005,0.21234525794429876,-0.048547655314548854
3.8087333333333344,0.22353725100832778,-0.04816681790939681
4.0086666666666675,0.23463872165212657,-0.047767606502347106
4.2086000000000015,0.24564544418248707,-0.047350351577874705
4.4085333333333345,0.2565532713727687,-0.04691539823007807
4.608466666666667,0.26735813781788,-0.04646310582961796
4.808400000000001,0.27805606321029297,-0.04599384767692445
5.008333333333334,0.28864315553393016,-0.04550801064201374
5.208266666666668,0.2991156141728614,-0.04500599479126882
5.408200000000001,0.30946973293182156,-0.04448821300155124
5.608133333333335,0.3197019029656516,-0.04395509056202356
5.808066666666668,0.32980861561484953,-0.04340706476407442
6.008000000000001,0.33978646514452027,-0.042844584479749225
6.207933333333335,0.34963215138409653,-0.0422681097291015
6.407866666666668,0.3593424822653096,-0.04167811123689035
6.607800000000002,0.36891437625598617,-0.041075069979059964
6.807733333333334,0.37834486468734296,-0.04045947671944765
7.007666666666668,0.38763109397257245,-0.03983183153717554
7.207599999999999,0.3967703277145985,-0.03919264334519139
7.407533333333334,0.40575994870100857,-0.03854242940043155
7.607466666666668,0.4145974607842676,-0.03788171480608816
7.807400000000001,0.4232804906454406,-0.037211032006469844
8.007333333333333,0.43180678943975315,-0.03653092027495307
8.207266666666667,0.44017423432245306,-0.035841925195527286
8.407200000000001,0.4483808298535355,-0.03514459813844399
8.607133333333334,0.4564247092800281,-0.03443949573048522
8.807066666666667,0.4643041356946427,-0.03372717932037232
9.007000000000003,0.4720175030697269,-0.033008214439840894
9.206933333333332,0.479563337165569,-0.03228317026091154
9.406866666666668,0.48694029631224,-0.03155261904988993
9.606800000000002,0.49414717206426506,-0.030817135618633543
9.806733333333336,0.5011828897275642,-0.030077296773623727
10.006666666666666,0.5080465087582038,-0.029333680763385456
10.206600000000002,0.5147372230326466,-0.02858686672479741
10.406533333333336,0.5212543609893037,-0.02783743412883681
10.606466666666668,0.5275973856413152,-0.027085962226303908
10.8064,0.533765894460626,-0.026333029494070754
11.006333333333334,0.5397596191335385,-0.025579213082398036
11.20626666666667,0.54557842518805,-0.024825088263864346
11.4062,0.5512223114934176,-0.024071227884447752
11.606133333333334,0.5566914096325126,-0.02331820181730007
11.806066666666668,0.5619859831476479,-0.022566576419750413
12.006000000000002,0.5671064266606964,-0.021816913994070833
12.205933333333334,0.572053264868432,-0.021069772252534584
12.405866666666668,0.5768271514141533,-0.02032570378729168
12.605800000000002,0.5814288676367705,-0.019585255545582766
12.805733333333334,0.5858593211986521,-0.018848968310806777
13.005666666666668,0.5901195445936551,-0.018117376189951434
13.205600000000002,0.5942106935368727,-0.017391006107890256
13.405533333333334,0.598134045237754,-0.016670377309042434
13.605466666666667,0.6018909965583592,-0.015956000866884507
13.805400000000002,0.6054830620586386,-0.015248379201795271
14.005333333333335,0.6089118719307153,-0.01454800560770748
14.20526666666667,0.6121791698242849,-0.01385536378802959
14.405199999999999,0.6152868105653231,-0.013170927401294554
14.605133333333335,0.6182367577704296,-0.012495159616979236
