edge_width_deg,window_power,edge_bt_gain,edge_params,model_Br_rms,model_Bt_rms,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,field_csv
12.2254,1.0,0.0,manual,0.5210548369097503,0.029502185049985738,0.0593708519855078,0.6576716426842562,0.04324588408154396,0.3973489299616103,0.06298358964616495,0.6580741308941419,0.061207536483138106,0.6578736067872835,0.04647003524277458,0.5324185921059312,results\paper5_analytical_only_pole_edge_correction_compare_bt0\pole_edge_corrected_br_bt.csv
