case,field_csv,current_angle_deg,current_rms_a,torque_sector_Nm,torque_total_Nm
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,272.5,17.6,-0.6433190032479675,-3.859914019487805
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,275.0,17.6,-0.7448289547788634,-4.4689737286731805
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,277.5,17.6,-0.8449210820610301,-5.0695264923661805
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,280.0,17.6,-0.9434048540413162,-5.660429124247898
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,282.5,17.6,-1.0400928012623099,-6.240556807573859
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,285.0,17.6,-1.1348008727210888,-6.808805236326533
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,287.5,17.6,-1.2273487862207804,-7.364092717324683
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,290.0,17.6,-1.3175603715479554,-7.905362229287732
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,292.5,17.6,-1.4052639058226506,-8.431583434935904
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,295.0,17.6,-1.490292440382635,-8.941754642295809
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,297.5,17.6,-1.5724841185796645,-9.434904711477987
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,300.0,17.6,-1.6516824838828246,-9.910094903296947
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,302.5,17.6,-1.7277367777024166,-10.3664206662145
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,305.0,17.6,-1.8005022263675148,-10.803013358205089
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,307.5,17.6,-1.869840316710864,-11.219041900265184
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,310.0,17.6,-1.9356190597365788,-11.613714358419472
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,312.5,17.6,-1.9977132418686891,-11.986279451212134
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,315.0,17.6,-2.0560046633023044,-12.336027979813826
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,317.5,17.6,-2.110382363003658,-12.662294178021947
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,320.0,17.6,-2.1607428299307423,-12.964456979584455
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,322.5,17.6,-2.2069902000724584,-13.24194120043475
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,325.0,17.6,-2.249036438931214,-13.494218633587284
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,327.5,17.6,-2.286801509101589,-13.720809054609534
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,330.0,17.6,-2.320213522626088,-13.921281135756528
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,332.5,17.6,-2.3492088778379543,-14.095253267027726
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,335.0,17.6,-2.3737323804305497,-14.242394282583298
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,337.5,17.6,-2.3937373485228672,-14.362424091137203
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,340.0,17.6,-2.409185701521135,-14.455114209126808
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,342.5,17.6,-2.4200480326073928,-14.520288195644357
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,345.0,17.6,-2.426303664717045,-14.557821988302269
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,347.5,17.6,-2.4279406898988216,-14.567644139392929
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,350.0,17.6,-2.4249559919822494,-14.549735951893496
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,352.5,17.6,-2.417355252509449,-14.504131515056695
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,355.0,17.6,-2.4051529399200082,-14.43091763952005
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,357.5,17.6,-2.38837228200947,-14.330233692056819
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,360.0,17.6,-2.3670452217139233,-14.20227133028354
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,0.0,17.6,-2.1728885308605883,-13.03733118516353
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,2.5,17.6,-2.1492356411375098,-12.895413846825058
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,5.0,17.6,-2.121491559216957,-12.728949355301742
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,7.5,17.6,-2.0897090975357377,-12.538254585214426
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,10.0,17.6,-2.0539487558160574,-12.323692534896345
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,12.5,17.6,-2.014278605900866,-12.085671635405195
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,15.0,17.6,-1.9707741621752302,-11.824644973051381
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,17.5,17.6,-1.9235182378204136,-11.541109426922482
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,20.0,17.6,-1.8726007871742756,-11.235604723045654
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,22.5,17.6,-1.818118734498081,-10.908712406988485
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,25.0,17.6,-1.7601757894756547,-10.561054736853928
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,27.5,17.6,-1.69888224979611,-10.19329349877666
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,30.0,17.6,-1.6343547911959235,-9.806128747175542
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,32.5,17.6,-1.5667162453600425,-9.400297472160254
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,35.0,17.6,-1.496095366104787,-8.976572196628723
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,37.5,17.6,-1.4226265842876498,-8.535759505725899
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,40.0,17.6,-1.346449751910512,-8.078698511463072
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,42.5,17.6,-1.2677098759034116,-7.606259255420469
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,45.0,17.6,-1.1865568420956094,-7.119341052573656
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,47.5,17.6,-1.1031451298993964,-6.618870779396378
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,50.0,17.6,-1.0176335182497496,-6.105801109498497
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,52.5,17.6,-0.930184783359605,-5.58110870015763
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,55.0,17.6,-0.8409653888660897,-5.045792333196538
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,57.5,17.6,-0.7501451689575196,-4.500871013745117
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,60.0,17.6,-0.6578970050843747,-3.947382030506248
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,62.5,17.6,-0.5643964968696302,-3.3863789812177814
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,65.0,17.6,-0.46982162784489456,-2.8189297670693674
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,67.5,17.6,-0.37435242664864016,-2.246114559891841
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,70.0,17.6,-0.2781706243314595,-1.6690237459887571
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,72.5,17.6,-0.18145930842067892,-1.0887558505240735
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,75.0,17.6,-0.08440257440284665,-0.5064154464170799
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,77.5,17.6,0.012814824712489861,0.07688894827493917
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,80.0,17.6,0.11000783008063927,0.6600469804838356
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,82.5,17.6,0.20699142929179382,1.241948575750763
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,85.0,17.6,0.30358100855266834,1.82148605131601
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,87.5,17.6,0.3995927041093457,2.3975562246560744
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,90.0,17.6,0.4948437522423861,2.9690625134543165
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,92.5,17.6,0.5891528371679533,3.53491702300772
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,95.0,17.6,0.6823404361827138,4.0940426170962825
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,97.5,17.6,0.7742291613955041,4.645374968373025
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,100.0,17.6,0.8646440973952693,5.187864584371615
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,102.5,17.6,0.9534131342124847,5.720478805274908
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,105.0,17.6,1.0403672949402671,6.242203769641603
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,107.5,17.6,1.1253410573915181,6.752046344349109
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,110.0,17.6,1.208172669179821,7.249036015078925
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,112.5,17.6,1.288704455624294,7.7322267337457635
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,115.0,17.6,1.366783119892313,8.200698719353879
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,117.5,17.6,1.4422600348087433,8.65356020885246
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,120.0,17.6,1.5149915257762132,9.08994915465728
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,122.5,17.6,1.5848391442678795,9.509034865607276
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,125.0,17.6,1.651669931372063,9.910019588232378
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,127.5,17.6,1.7153566708870969,10.292140025322581
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,130.0,17.6,1.775778131484598,10.654668788907587
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,132.5,17.6,1.8328192974801871,10.996915784881123
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,135.0,17.6,1.8863715877723841,11.318229526634305
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,137.5,17.6,1.9363330625329034,11.61799837519742
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,140.0,17.6,1.9826086172549153,11.895651703529492
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,142.5,17.6,2.0251101637898747,12.150660982739248
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,145.0,17.6,2.063756798028323,12.382540788169939
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,147.5,17.6,2.098474953905456,12.590849723432736
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,150.0,17.6,2.12919854343831,12.77519126062986
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,152.5,17.6,2.1558690825279947,12.935214495167969
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,155.0,17.6,2.1784358022875,13.070614813725
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,157.5,17.6,2.1968557456831537,13.181134474098922
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,160.0,17.6,2.2110938493057812,13.266563095834687
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,162.5,17.6,2.221123010115896,13.326738060695376
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,165.0,17.6,2.2269241370358763,13.361544822215258
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,167.5,17.6,2.2284861872909145,13.370917123745487
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,170.0,17.6,2.2258061874295705,13.354837124577422
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,172.5,17.6,2.2188892389838997,13.313335433903397
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,175.0,17.6,2.2077485087584043,13.246491052550425
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,177.5,17.6,2.192405203766263,13.154431222597577
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,180.0,17.6,2.1728885308605888,13.037331185163533
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,182.5,17.6,2.1492356411375093,12.895413846825056
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,185.0,17.6,2.1214915592169574,12.728949355301744
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,187.5,17.6,2.089709097535737,12.538254585214421
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,190.0,17.6,2.053948755816058,12.323692534896347
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,192.5,17.6,2.0142786059008664,12.085671635405198
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,195.0,17.6,1.9707741621752306,11.824644973051385
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,197.5,17.6,1.9235182378204139,11.541109426922484
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,200.0,17.6,1.872600787174276,11.235604723045656
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,202.5,17.6,1.8181187344980805,10.908712406988483
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,205.0,17.6,1.760175789475655,10.56105473685393
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,207.5,17.6,1.6988822497961102,10.193293498776661
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,210.0,17.6,1.6343547911959224,9.806128747175535
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,212.5,17.6,1.566716245360042,9.400297472160252
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,215.0,17.6,1.496095366104786,8.976572196628716
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,217.5,17.6,1.4226265842876502,8.5357595057259
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,220.0,17.6,1.3464497519105116,8.07869851146307
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,222.5,17.6,1.2677098759034122,7.606259255420474
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,225.0,17.6,1.186556842095609,7.119341052573654
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,227.5,17.6,1.1031451298993973,6.618870779396383
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,230.0,17.6,1.0176335182497491,6.105801109498495
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,232.5,17.6,0.930184783359607,5.581108700157642
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,235.0,17.6,0.8409653888660903,5.045792333196542
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,237.5,17.6,0.7501451689575214,4.500871013745128
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,240.0,17.6,0.657897005084375,3.94738203050625
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,242.5,17.6,0.5643964968696318,3.3863789812177907
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,245.0,17.6,0.46982162784489423,2.818929767069365
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,247.5,17.6,0.3743524266486389,2.2461145598918333
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,250.0,17.6,0.2781706243314596,1.6690237459887576
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,252.5,17.6,0.1814593084206777,1.0887558505240662
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,255.0,17.6,0.08440257440284682,0.5064154464170809
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,257.5,17.6,-0.01281482471249086,-0.07688894827494516
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,260.0,17.6,-0.11000783008063922,-0.6600469804838354
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,262.5,17.6,-0.20699142929179498,-1.24194857575077
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,265.0,17.6,-0.30358100855266756,-1.8214860513160054
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,267.5,17.6,-0.39959270410934616,-2.397556224656077
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,270.0,17.6,-0.49484375224238564,-2.969062513454314
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,272.5,17.6,-0.5891528371679535,-3.534917023007721
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,275.0,17.6,-0.6823404361827118,-4.094042617096271
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,277.5,17.6,-0.7742291613955035,-4.645374968373021
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,280.0,17.6,-0.8646440973952679,-5.187864584371607
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,282.5,17.6,-0.9534131342124842,-5.720478805274905
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,285.0,17.6,-1.0403672949402654,-6.242203769641592
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,287.5,17.6,-1.1253410573915186,-6.752046344349111
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,290.0,17.6,-1.208172669179822,-7.249036015078932
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,292.5,17.6,-1.2887044556242946,-7.732226733745767
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,295.0,17.6,-1.3667831198923142,-8.200698719353884
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,297.5,17.6,-1.4422600348087435,-8.653560208852461
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,300.0,17.6,-1.514991525776214,-9.089949154657285
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,302.5,17.6,-1.584839144267879,-9.509034865607275
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,305.0,17.6,-1.6516699313720629,-9.910019588232377
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,307.5,17.6,-1.7153566708870964,-10.292140025322578
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,310.0,17.6,-1.775778131484598,-10.654668788907587
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,312.5,17.6,-1.8328192974801873,-10.996915784881125
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,315.0,17.6,-1.886371587772384,-11.318229526634303
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,317.5,17.6,-1.9363330625329032,-11.61799837519742
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,320.0,17.6,-1.9826086172549153,-11.895651703529492
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,322.5,17.6,-2.0251101637898747,-12.150660982739248
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,325.0,17.6,-2.0637567980283227,-12.382540788169937
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,327.5,17.6,-2.098474953905455,-12.59084972343273
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,330.0,17.6,-2.1291985434383096,-12.775191260629857
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,332.5,17.6,-2.155869082527995,-12.93521449516797
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,335.0,17.6,-2.1784358022875003,-13.070614813725001
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,337.5,17.6,-2.1968557456831537,-13.181134474098922
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,340.0,17.6,-2.2110938493057812,-13.266563095834687
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,342.5,17.6,-2.2211230101158956,-13.326738060695373
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,345.0,17.6,-2.2269241370358768,-13.361544822215262
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,347.5,17.6,-2.2284861872909145,-13.370917123745487
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,350.0,17.6,-2.225806187429571,-13.354837124577426
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,352.5,17.6,-2.2188892389838992,-13.313335433903395
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,355.0,17.6,-2.2077485087584043,-13.246491052550425
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,357.5,17.6,-2.192405203766263,-13.154431222597577
balanced analytical,results/paper5_alpha52p25_slot_edge_best_compare/pole_edge_corrected_br_bt.csv,360.0,17.6,-2.1728885308605888,-13.037331185163533
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,0.0,17.6,-2.2853352844352486,-13.712011706611491
S1 diagnostic analytical,results/paper5_structure1_integration_alpha52p25_h5/best_with_s1.csv,2.5,17.6,-2.260470001970098,-13.562820011820587
