case,field_csv,current_angle_deg,current_rms_a,torque_sector_Nm,torque_total_Nm
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,177.5,17.6,2.3393392619383535,14.036035571630121
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,180.0,17.6,2.318203636640322,13.909221819841932
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,182.5,17.6,2.2926551789618617,13.755931073771169
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,185.0,17.6,2.2627425218442476,13.576455131065487
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,187.5,17.6,2.2285226057304244,13.371135634382547
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,190.0,17.6,2.1900605701756484,13.140363421053891
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,192.5,17.6,2.1474296298506372,12.884577779103823
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,195.0,17.6,2.100710935173284,12.604265611039704
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,197.5,17.6,2.0499934178342247,12.299960507005348
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,200.0,17.6,1.995373621510309,11.972241729061855
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,202.5,17.6,1.9369555180882254,11.621733108529352
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,205.0,17.6,1.8748503097481062,11.249101858488636
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,207.5,17.6,1.8091762172838557,10.855057303703134
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,210.0,17.6,1.74005825506315,10.4403495303789
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,212.5,17.6,1.667627993055488,10.005767958332928
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,215.0,17.6,1.5920233063812634,9.55213983828758
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,217.5,17.6,1.5133881128586553,9.080328677151932
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,220.0,17.6,1.431872099047861,8.591232594287167
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,222.5,17.6,1.3476304353142412,8.085782611885447
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,225.0,17.6,1.2608234804526917,7.56494088271615
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,227.5,17.6,1.1716164764355812,7.029698858613488
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,230.0,17.6,1.0801792338652452,6.481075403191471
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,232.5,17.6,0.9866858087298758,5.920114852379255
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,235.0,17.6,0.8913141710780308,5.347885026468185
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,237.5,17.6,0.7942458662425553,4.765475197455332
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,240.0,17.6,0.6956656692587008,4.173994015552204
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,242.5,17.6,0.5957612331343629,3.5745673988061775
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,245.0,17.6,0.49472273164189584,2.968336389851375
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,247.5,17.6,0.3927424973115467,2.35645498386928
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,250.0,17.6,0.2900146553155438,1.740087931893263
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,252.5,17.6,0.1867347539397895,1.120408523638737
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,255.0,17.6,0.08309939234660402,0.4985963540796241
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,257.5,17.6,-0.020694153662976694,-0.12416492197786017
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,260.0,17.6,-0.12444830717487862,-0.7466898430492717
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,262.5,17.6,-0.2279655662608961,-1.3677933975653764
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,265.0,17.6,-0.33104887993481785,-1.986293279608907
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,267.5,17.6,-0.4335020232501978,-2.601012139501187
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,270.0,17.6,-0.5351299708256743,-3.2107798249540456
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,272.5,17.6,-0.6357392680868873,-3.8144356085213236
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,275.0,17.6,-0.7351383995182363,-4.410830397109418
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,277.5,17.6,-0.8331381532235698,-4.998828919341419
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,280.0,17.6,-0.929551981101763,-5.577311886610578
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,282.5,17.6,-1.0241963539516499,-6.145178123709899
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,285.0,17.6,-1.1168911108302726,-6.701346664981635
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,287.5,17.6,-1.2074598019994918,-7.244758811996951
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,290.0,17.6,-1.2957300248080756,-7.774380148848454
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,292.5,17.6,-1.381533751869955,-8.289202511219731
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,295.0,17.6,-1.464707650913906,-8.788245905483436
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,297.5,17.6,-1.5450933956958006,-9.270560374174803
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,300.0,17.6,-1.6225379673816214,-9.735227804289728
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,302.5,17.6,-1.6968939458275007,-10.181363674965004
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,305.0,17.6,-1.7680197902023516,-10.60811874121411
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,307.5,17.6,-1.8357801084188752,-11.01468065051325
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,310.0,17.6,-1.9000459148601043,-11.400275489160625
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,312.5,17.6,-1.9606948759108462,-11.764169255465077
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,315.0,17.6,-2.01761154282668,-12.10566925696008
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,317.5,17.6,-2.0706875714972,-12.424125428983201
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,320.0,17.6,-2.119821928685188,-12.718931572111128
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,322.5,17.6,-2.1649210843491202,-12.989526506094721
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,325.0,17.6,-2.205899189682924,-13.235395138097545
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,327.5,17.6,-2.2426782405340524,-13.456069443204314
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,330.0,17.6,-2.2751882258888254,-13.651129355332952
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,332.5,17.6,-2.3033672611423746,-13.820203566854246
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,335.0,17.6,-2.3271617058995018,-13.96297023539701
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,337.5,17.6,-2.3465262660822246,-14.079157596493348
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,340.0,17.6,-2.361424080149626,-14.168544480897756
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,342.5,17.6,-2.3718267892658904,-14.230960735595342
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,345.0,17.6,-2.3777145912829667,-14.2662875476978
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,347.5,17.6,-2.379076278435072,-14.274457670610431
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,350.0,17.6,-2.375909258673321,-14.255455552039926
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,352.5,17.6,-2.368219560599829,-14.209317363598974
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,355.0,17.6,-2.356021821991937,-14.136130931951621
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,357.5,17.6,-2.339339261938354,-14.036035571630123
FEMM equivalent no-load Br,results/paper_vshape_equivalent_1over6/br_bt_arc.csv,360.0,17.6,-2.318203636640322,-13.909221819841932
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,0.0,17.6,-2.367045221713923,-14.202271330283537
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,2.5,17.6,-2.3412123563047866,-14.047274137828719
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,5.0,17.6,-2.310922860109613,-13.865537160657677
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,7.5,17.6,-2.2762343909059513,-13.657406345435707
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,10.0,17.6,-2.237212980166495,-13.42327788099897
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,12.5,17.6,-2.193932907364418,-13.163597444186507
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,15.0,17.6,-2.146476558578178,-12.87885935146907
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,17.5,17.6,-2.094934269664933,-12.569605617989598
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,20.0,17.6,-2.0394041543011,-12.2364249258066
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,22.5,17.6,-1.979991917217401,-11.879951503304406
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,25.0,17.6,-1.9168106529838935,-11.500863917903361
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,27.5,17.6,-1.8499806307280364,-11.099883784368219
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,30.0,17.6,-1.779629065195563,-10.67777439117338
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,32.5,17.6,-1.7058898745899864,-10.235339247539919
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,35.0,17.6,-1.628903425651685,-9.77342055391011
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,37.5,17.6,-1.5488162664618368,-9.29289759877102
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,40.0,17.6,-1.4657808474798173,-8.794685084878903
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,42.5,17.6,-1.3799552313450825,-8.279731388070495
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,45.0,17.6,-1.291502791995954,-7.7490167519757245
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,47.5,17.6,-1.2005919036780415,-7.203551422068249
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,50.0,17.6,-1.107395620434295,-6.64437372260577
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,52.5,17.6,-1.0120913466867982,-6.072548080120789
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,55.0,17.6,-0.9148604995373725,-5.489162997224235
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,57.5,17.6,-0.8158881634298056,-4.895328980578833
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,60.0,17.6,-0.7153627378310983,-4.29217642698659
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,62.5,17.6,-0.6134755786023693,-3.680853471614216
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,65.0,17.6,-0.5104206337420987,-3.062523802452592
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,67.5,17.6,-0.406394074195087,-2.4383644451705218
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,70.0,17.6,-0.30159392042991606,-1.8095635225794964
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,72.5,17.6,-0.19621966549572895,-1.1773179929743738
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,75.0,17.6,-0.09047189527587383,-0.542831371655243
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,77.5,17.6,0.015448093338725086,0.09268856003235051
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,80.0,17.6,0.12133867562964154,0.7280320537778493
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,82.5,17.6,0.2269982828550574,1.3619896971303445
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,85.0,17.6,0.3322257859473208,1.9933547156839246
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,87.5,17.6,0.4368208783735529,2.620925270241317
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,90.0,17.6,0.5405844574305255,3.2435067445831534
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,92.5,17.6,0.6433190032479673,3.859914019487804
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,95.0,17.6,0.7448289547788656,4.468973728673193
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,97.5,17.6,0.8449210820610304,5.069526492366183
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,100.0,17.6,0.9434048540413178,5.660429124247907
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,102.5,17.6,1.0400928012623103,6.240556807573862
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,105.0,17.6,1.1348008727210908,6.8088052363265446
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,107.5,17.6,1.2273487862207801,7.364092717324681
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,110.0,17.6,1.3175603715479542,7.905362229287725
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,112.5,17.6,1.4052639058226504,8.431583434935902
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,115.0,17.6,1.490292440382634,8.941754642295805
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,117.5,17.6,1.5724841185796645,9.434904711477987
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,120.0,17.6,1.651682483882824,9.910094903296944
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,122.5,17.6,1.7277367777024168,10.366420666214502
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,125.0,17.6,1.8005022263675146,10.803013358205087
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,127.5,17.6,1.869840316710864,11.219041900265184
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,130.0,17.6,1.935619059736579,11.613714358419474
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,132.5,17.6,1.9977132418686891,11.986279451212134
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,135.0,17.6,2.056004663302305,12.336027979813828
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,137.5,17.6,2.1103823630036582,12.662294178021948
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,140.0,17.6,2.1607428299307423,12.964456979584455
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,142.5,17.6,2.2069902000724584,13.24194120043475
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,145.0,17.6,2.2490364389312143,13.494218633587286
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,147.5,17.6,2.2868015091015894,13.720809054609536
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,150.0,17.6,2.3202135226260885,13.92128113575653
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,152.5,17.6,2.3492088778379534,14.09525326702772
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,155.0,17.6,2.3737323804305492,14.242394282583295
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,157.5,17.6,2.3937373485228677,14.362424091137207
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,160.0,17.6,2.409185701521135,14.455114209126808
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,162.5,17.6,2.4200480326073928,14.520288195644357
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,165.0,17.6,2.4263036647170444,14.557821988302265
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,167.5,17.6,2.4279406898988216,14.567644139392929
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,170.0,17.6,2.4249559919822494,14.549735951893496
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,172.5,17.6,2.417355252509449,14.504131515056695
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,175.0,17.6,2.405152939920008,14.430917639520047
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,177.5,17.6,2.38837228200947,14.330233692056819
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,180.0,17.6,2.367045221713923,14.202271330283537
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,182.5,17.6,2.3412123563047866,14.047274137828719
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,185.0,17.6,2.3109228601096135,13.86553716065768
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,187.5,17.6,2.2762343909059513,13.657406345435707
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,190.0,17.6,2.237212980166495,13.42327788099897
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,192.5,17.6,2.1939329073644185,13.163597444186511
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,195.0,17.6,2.146476558578178,12.87885935146907
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,197.5,17.6,2.094934269664933,12.569605617989598
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,200.0,17.6,2.0394041543011006,12.236424925806602
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,202.5,17.6,1.9799919172174005,11.879951503304403
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,205.0,17.6,1.916810652983894,11.500863917903363
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,207.5,17.6,1.8499806307280366,11.09988378436822
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,210.0,17.6,1.7796290651955617,10.67777439117337
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,212.5,17.6,1.7058898745899862,10.235339247539917
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,215.0,17.6,1.628903425651684,9.773420553910103
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,217.5,17.6,1.5488162664618377,9.292897598771026
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,220.0,17.6,1.4657808474798169,8.794685084878902
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,222.5,17.6,1.3799552313450834,8.2797313880705
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,225.0,17.6,1.2915027919959536,7.749016751975722
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,227.5,17.6,1.2005919036780428,7.203551422068257
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,230.0,17.6,1.1073956204342945,6.644373722605767
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,232.5,17.6,1.0120913466868002,6.072548080120802
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,235.0,17.6,0.9148604995373729,5.489162997224238
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,237.5,17.6,0.8158881634298074,4.895328980578844
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,240.0,17.6,0.7153627378310987,4.292176426986592
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,242.5,17.6,0.6134755786023713,3.680853471614228
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,245.0,17.6,0.5104206337420983,3.0625238024525903
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,247.5,17.6,0.40639407419508555,2.4383644451705133
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,250.0,17.6,0.3015939204299162,1.809563522579497
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,252.5,17.6,0.1962196654957276,1.1773179929743658
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,255.0,17.6,0.09047189527587383,0.542831371655243
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,257.5,17.6,-0.015448093338726307,-0.09268856003235784
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,260.0,17.6,-0.12133867562964148,-0.7280320537778489
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,262.5,17.6,-0.22699828285505863,-1.3619896971303518
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,265.0,17.6,-0.3322257859473199,-1.9933547156839193
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,267.5,17.6,-0.43682087837355343,-2.6209252702413206
Br-best analytical,results/paper5_analytical_only_pole_edge_drive_closed_form_compare/pole_edge_corrected_br_bt.csv,270.0,17.6,-0.540584457430525,-3.24350674458315
