edge_width_deg,window_power,edge_bt_gain,edge_params,bt_mode,model_Br_rms,model_Bt_rms,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,objective
9.0,1.2,0.0,closed-form,drive,0.5311851080803259,0.038477168421514926,0.17536234166382222,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.17638566120757276,0.6218955087648171,0.17587578099190326,0.6225362684376134,0.07968578047079804,0.51263978750517,0.3206662294447737
11.0,0.8,-0.05,closed-form,drive,0.5274682962592977,0.034677505308950154,0.10926985721553073,0.8413890878222938,0.043231525587896884,0.3973468923742244,0.1106896258904743,0.8383445533993266,0.10998346891188229,0.839862986724482,0.05870077711612707,0.6387357922771055,0.3207525185322728
9.0,1.6,0.1,closed-form,drive,0.5300917609938579,0.04759977984684247,0.1583881303103085,0.6829041343221973,0.043231525587896884,0.3973468923742244,0.16002363496421654,0.6837943930314626,0.15920963740658656,0.6833509331249592,0.07408654918229421,0.5468805896214067,0.3212181286420918
12.0,1.4,0.15,closed-form,drive,0.5187486845775408,0.06488700315915552,0.09583678715380667,0.8822380444436403,0.04323153179177823,0.39733194489828805,0.09837076479511773,0.8793784242167565,0.09711460469763025,0.8808044980286491,0.055089793863626405,0.6634440449203195,0.3212853212299088
13.0,0.8,-0.05,closed-form,drive,0.5200900691487456,0.03401090323860025,0.07134430915709829,0.9488917613436749,0.04365754016228057,0.4026618819667731,0.07425589477559909,0.9467373148405551,0.07281760135652793,0.9478114609779006,0.049291242835941676,0.7060081465322585,0.32188025459701697
14.0,1.0,0.1,closed-form,drive,0.51238127890382,0.05995696262783187,0.1582750189157158,0.678461267939072,0.04657223003821682,0.4033747391789623,0.160076002763877,0.6745908824466842,0.15917987998239044,0.6765222153550752,0.07577011237573855,0.5453971729525504,0.3223720809029678
10.0,1.2,0.15,closed-form,drive,0.5282423382542187,0.056881245972557205,0.11998345018465388,0.8188881423997953,0.043231525587896884,0.3973468923742244,0.12198169587109524,0.8224348344578607,0.12098872008061973,0.8206694777099041,0.06194902371576916,0.6272352787944968,0.3238274233220599
10.0,1.0,-0.05,closed-form,drive,0.5292057087954983,0.035121529487957985,0.1363972077013685,0.7765100936716766,0.043231525587896884,0.3973468923742244,0.13779441835608439,0.7725196950247143,0.13709900650985657,0.7745106310847543,0.06692326695902583,0.5998234128417321,0.32484611373208183
12.0,1.4,-0.05,closed-form,drive,0.5187486845775408,0.03429806883211828,0.09583678715380667,0.9008832087913454,0.04323153179177823,0.397351938671036,0.09837076479511773,0.8985319176151768,0.09711460469763025,0.8997043049689013,0.055089793863626405,0.6749362922821627,0.32530760780655393
13.0,0.8,0.15,closed-form,drive,0.5200900691487456,0.06897401069382567,0.07134430915709829,0.9676122640822215,0.04365754016228057,0.4039425129801074,0.07425589477559909,0.9632748976394009,0.07281760135652793,0.9654385893358877,0.049291242835941676,0.7172270830105113,0.32580688236440536
9.0,1.4,0.1,closed-form,drive,0.5306057646524405,0.04759977984684247,0.16573775906899443,0.6829041343221973,0.043231525587896884,0.3973468923742244,0.167083223255908,0.6837943930314626,0.166413212144644,0.6833509331249592,0.07648829187622336,0.5468805896214067,0.3261411224943411
15.0,1.0,0.05,closed-form,drive,0.5067744318617403,0.049364793352787865,0.22145636160748494,0.468442707601343,0.05240172689228632,0.38762015962810764,0.222929716450086,0.46583950552435466,0.2221957508294626,0.46713846218336935,0.09967138525584757,0.42579167198680384,0.3264669832415408
9.0,1.0,0.05,closed-form,drive,0.5318484077052114,0.04258985700073863,0.1878794388714679,0.6109629836773344,0.043231525587896884,0.3973468923742244,0.188549936132539,0.6111081462449909,0.18821566441595008,0.6110358178472531,0.08391967184795912,0.5062794687509077,0.3269929684563593
9.0,1.6,-0.05,closed-form,drive,0.5300917609938579,0.035574270936319284,0.1583881303103085,0.7152576861096521,0.043231525587896884,0.3973468923742244,0.16002363496421654,0.7123744409970441,0.15920963740658656,0.7138125820456325,0.07408654918229421,0.5643760564274422,0.32734154202420424
16.0,0.8,0.05,closed-form,drive,0.5054188997700635,0.050540081613869275,0.21729193897597446,0.4716938534249563,0.05689115578631593,0.3989629750288883,0.2188845306292557,0.468768180675617,0.2180912997490932,0.47022828250082643,0.10035329008773806,0.43297570244658556,0.3282267408562256
9.0,1.0,0.0,closed-form,drive,0.5318484077052114,0.038477168421514926,0.1878794388714679,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.188549936132539,0.6218955087648171,0.18821566441595008,0.6225362684376134,0.08391967184795912,0.51263978750517,0.32921908002035116
9.0,1.4,-0.05,closed-form,drive,0.5306057646524405,0.035574270936319284,0.16573775906899443,0.7152576861096521,0.043231525587896884,0.3973468923742244,0.167083223255908,0.7123744409970441,0.166413212144644,0.7138125820456325,0.07648829187622336,0.5643760564274422,0.33226453587645344
9.0,1.2,0.1,closed-form,drive,0.5311851080803259,0.04759977984684247,0.17536234166382222,0.6829041343221973,0.043231525587896884,0.3973468923742244,0.17638566120757276,0.6837943930314626,0.17587578099190326,0.6833509331249592,0.07968578047079804,0.5468805896214067,0.33265051018545655
10.0,1.0,0.15,closed-form,drive,0.5292057087954983,0.056881245972557205,0.1363972077013685,0.8188881423997953,0.043231525587896884,0.3973468923742244,0.13779441835608439,0.8224348344578607,0.13709900650985657,0.8206694777099041,0.06692326695902583,0.6272352787944968,0.33444026681554945
13.0,1.0,-0.05,closed-form,drive,0.5174968824502333,0.03401090323860025,0.09607011825137267,0.9488917613436749,0.04377141527122384,0.4026618819667731,0.0985924293085606,0.9467373148405551,0.0973419956345796,0.9478114609779006,0.05551065010364588,0.7060081465322585,0.3366831998620392
9.0,0.8,0.05,closed-form,drive,0.5326235681783368,0.04258985700073863,0.2041761107700268,0.6109629836773344,0.043231525587896884,0.3973468923742244,0.20446471691139367,0.6111081462449909,0.2043207567815134,0.6110358178472531,0.08953873330767485,0.5062794687509077,0.3382488122440222
12.0,1.6,0.15,closed-form,drive,0.5174009996736073,0.06488700315915552,0.12310366983716231,0.8822380444436403,0.04323153267804982,0.39733194489828805,0.12506753263444248,0.8793784242167565,0.12409147311889991,0.8808044980286491,0.06288816153327771,0.6634440449203195,0.3385255928470045
9.0,1.2,-0.05,closed-form,drive,0.5311851080803259,0.035574270936319284,0.17536234166382222,0.7152576861096521,0.043231525587896884,0.3973468923742244,0.17638566120757276,0.7123744409970441,0.17587578099190326,0.7138125820456325,0.07968578047079804,0.5643760564274422,0.3387739235675689
10.0,0.8,-0.05,closed-form,drive,0.5303248848687021,0.035121529487957985,0.158693657231506,0.7765100936716766,0.043231525587896884,0.3973468923742244,0.15948132579463517,0.7725196950247143,0.15908877587854667,0.7745106310847543,0.0740465098786533,0.5998234128417321,0.33966577593075087
9.0,0.8,0.0,closed-form,drive,0.5326235681783368,0.038477168421514926,0.2041761107700268,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.20446471691139367,0.6218955087648171,0.2043207567815134,0.6225362684376134,0.08953873330767485,0.51263978750517,0.34047492380801403
13.0,1.6,0.0,closed-form,drive,0.5116408784915562,0.038477168421514926,0.20322295628066084,0.6231807664812077,0.04412997800064665,0.3973468923742244,0.2044144963847582,0.6218955087648171,0.20382080253526683,0.6225362684376134,0.08973357099224837,0.51263978750517,0.3404947775064012
13.0,1.0,0.15,closed-form,drive,0.5174968824502333,0.06897401069382567,0.09607011825137267,0.9676122640822215,0.04377141527122384,0.4039425129801074,0.0985924293085606,0.9632748976394009,0.0973419956345796,0.9654385893358877,0.05551065010364588,0.7172270830105113,0.34060982762942765
15.0,0.8,0.1,closed-form,drive,0.5106529890774276,0.06294099527572256,0.16549322547078377,0.7167154870050166,0.05017788613416867,0.4351957287145452,0.16733148979421544,0.7122186983827682,0.16641675563511615,0.7144629302070591,0.0799966144849925,0.5797075730181169,0.34114012951362405
9.0,1.0,0.1,closed-form,drive,0.5318484077052114,0.04759977984684247,0.1878794388714679,0.6829041343221973,0.043231525587896884,0.3973468923742244,0.188549936132539,0.6837943930314626,0.18821566441595008,0.6833509331249592,0.08391967184795912,0.5468805896214067,0.34120336076103397
12.0,1.6,-0.05,closed-form,drive,0.5174009996736073,0.03429806883211828,0.12310366983716231,0.9008832087913454,0.04323153267804982,0.397351938671036,0.12506753263444248,0.8985319176151768,0.12409147311889991,0.8997043049689013,0.06288816153327771,0.6749362922821627,0.3425478794236496
14.0,1.2,0.0,closed-form,drive,0.5096365899713525,0.038477168421514926,0.20429684356601346,0.6231807664812077,0.04737425984084997,0.3973468923742244,0.20572038611252305,0.6218955087648171,0.2050112906253752,0.6225362684376134,0.09153277371674737,0.51263978750517,0.3427106510624382
14.0,1.4,0.05,closed-form,drive,0.5072572790174579,0.04796666813013194,0.2473997742245308,0.467500571553971,0.04821295255142984,0.3891925833209017,0.24853952262213655,0.465341710213746,0.24797145633395393,0.46641869311216694,0.10698761245566743,0.4262101409406546,0.34295117150178045
13.0,1.6,0.1,closed-form,drive,0.5116408784915562,0.057278519497110776,0.20322295628066084,0.6374113484558587,0.04412997800064665,0.39799627407964994,0.2044144963847582,0.6344663240686598,0.20382080253526683,0.6359354980099252,0.08973357099224837,0.5203682778093529,0.3431997491128652
8.0,1.6,0.0,closed-form,drive,0.5327239435612167,0.038477168421514926,0.20923685495613145,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.20993227795385827,0.6218955087648171,0.20958555844912558,0.6225362684376134,0.0913955928487531,0.51263978750517,0.3441744639327566
8.0,1.6,0.05,closed-form,drive,0.5327239435612167,0.04180532578889303,0.20923685495613145,0.6356862469102227,0.043231525587896884,0.3973468923742244,0.20993227795385827,0.6352004090171666,0.20958555844912558,0.6354425424495533,0.0913955928487531,0.519823334223532,0.3466887052841832
10.0,1.6,-0.1,closed-form,drive,0.5266475740708034,0.03399357475959448,0.10210173310776446,0.9858629042833381,0.043231525587896884,0.3973468923742244,0.10509421117656768,0.9798519451705772,0.10361180361418897,0.9828517268126737,0.05688545186666804,0.7259764087681614,0.34724132620049064
9.0,1.0,-0.05,closed-form,drive,0.5318484077052114,0.035574270936319284,0.1878794388714679,0.7152576861096521,0.043231525587896884,0.3973468923742244,0.188549936132539,0.7123744409970441,0.18821566441595008,0.7138125820456325,0.08391967184795912,0.5643760564274422,0.3473267741431464
8.0,1.4,0.0,closed-form,drive,0.5330530791933853,0.038477168421514926,0.21469576575235078,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.21521452485486048,0.6218955087648171,0.2149558266247385,0.6225362684376134,0.09329876611118566,0.51263978750517,0.34795723105665366
9.0,1.6,0.15,closed-form,drive,0.5300917609938579,0.05325431302825285,0.1583881303103085,0.817068623472608,0.043231525587896884,0.3973468923742244,0.16002363496421654,0.817996846219276,0.15920963740658656,0.8175344560639027,0.07408654918229421,0.6253622855683054,0.3486867222235064
10.0,0.8,0.15,closed-form,drive,0.5303248848687021,0.056881245972557205,0.158693657231506,0.8188881423997953,0.043231525587896884,0.3973468923742244,0.15948132579463517,0.8224348344578607,0.15908877587854667,0.8206694777099041,0.0740465098786533,0.6272352787944968,0.34925992901421854
8.0,1.4,0.05,closed-form,drive,0.5330530791933853,0.04180532578889303,0.21469576575235078,0.6356862469102227,0.043231525587896884,0.3973468923742244,0.21521452485486048,0.6352004090171666,0.2149558266247385,0.6354425424495533,0.09329876611118566,0.519823334223532,0.35047147240808035
10.0,1.4,-0.1,closed-form,drive,0.5273979278290949,0.03399357475959448,0.10873935948234115,0.9858629042833381,0.043231525587896884,0.3973468923742244,0.1112869601771388,0.9798519451705772,0.11002311121643078,0.9828517268126737,0.058712229458092666,0.7259764087681614,0.3513120614526999
11.0,1.4,0.2,closed-form,drive,0.5234399296943347,0.07000450340675644,0.06535490379467457,1.1036248041885508,0.043231525587896884,0.3973468923742244,0.06940854906596075,1.1027480129205425,0.06741630175724844,1.1031849942493355,0.04776544683875632,0.8010686501969819,0.3517351800227369
11.0,1.2,0.2,closed-form,drive,0.5246013876220967,0.07000450340675644,0.06684649606901016,1.1036248041885508,0.043231525587896884,0.3973468923742244,0.07047418911225094,1.1027480129205425,0.06868796598131764,1.1031849942493355,0.04804396401270677,0.8010686501969819,0.3524587796751116
9.0,0.8,0.1,closed-form,drive,0.5326235681783368,0.04759977984684247,0.2041761107700268,0.6829041343221973,0.043231525587896884,0.3973468923742244,0.20446471691139367,0.6837943930314626,0.2043207567815134,0.6833509331249592,0.08953873330767485,0.5468805896214067,0.3524592045486969
8.0,1.2,0.0,closed-form,drive,0.5334276981998841,0.038477168421514926,0.22158190147831533,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.22190288630229277,0.6218955087648171,0.22174277671148726,0.6225362684376134,0.09571631878495537,0.51263978750517,0.3527502162607854
8.0,1.6,-0.05,closed-form,drive,0.5327239435612167,0.03596250627862255,0.20923685495613145,0.6675856577690269,0.043231525587896884,0.3973468923742244,0.20993227795385827,0.6652735167468664,0.20958555844912558,0.6664266306876938,0.0913955928487531,0.537254970919968,0.3527897781279358
11.0,1.4,-0.1,closed-form,drive,0.5234399296943347,0.03399109903786075,0.06535490379467457,1.112795040575442,0.043231525587896884,0.3973468923742244,0.06940854906596075,1.1082626488254503,0.06741630175724844,1.11052339570168,0.04776544683875632,0.8056872595733972,0.35335169330448224
9.0,1.4,0.15,closed-form,drive,0.5306057646524405,0.05325431302825285,0.16573775906899443,0.817068623472608,0.043231525587896884,0.3973468923742244,0.167083223255908,0.817996846219276,0.166413212144644,0.8175344560639027,0.07648829187622336,0.6253622855683054,0.35360971607575564
11.0,1.2,-0.1,closed-form,drive,0.5246013876220967,0.03399109903786075,0.06684649606901016,1.112795040575442,0.043231525587896884,0.3973468923742244,0.07047418911225094,1.1082626488254503,0.06868796598131764,1.11052339570168,0.04804396401270677,0.8056872595733972,0.3540752929568569
14.0,1.2,0.1,closed-form,drive,0.5096365899713525,0.05995696262783187,0.20429684356601346,0.678461267939072,0.04737425984084997,0.4033747391789623,0.20572038611252305,0.6745908824466842,0.2050112906253752,0.6765222153550752,0.09153277371674737,0.5453971729525504,0.3541757359690213
8.0,1.2,0.05,closed-form,drive,0.5334276981998841,0.04180532578889303,0.22158190147831533,0.6356862469102227,0.043231525587896884,0.3973468923742244,0.22190288630229277,0.6352004090171666,0.22174277671148726,0.6354425424495533,0.09571631878495537,0.519823334223532,0.3552644576122121
16.0,0.8,0.0,closed-form,drive,0.5054188997700635,0.038477168421514926,0.21729193897597446,0.6231807664812077,0.05689115578631593,0.3973468923742244,0.2188845306292557,0.6218955087648171,0.2180912997490932,0.6225362684376134,0.10035329008773806,0.51263978750517,0.3561091706267302
8.0,1.4,-0.05,closed-form,drive,0.5330530791933853,0.03596250627862255,0.21469576575235078,0.6675856577690269,0.043231525587896884,0.3973468923742244,0.21521452485486048,0.6652735167468664,0.2149558266247385,0.6664266306876938,0.09329876611118566,0.537254970919968,0.3565725452518329
11.0,1.6,0.2,closed-form,drive,0.5224101518895472,0.07000450340675644,0.07432396567100191,1.1036248041885508,0.043231525587896884,0.3973468923742244,0.07809615264391805,1.1027480129205425,0.07623720975231175,1.1031849942493355,0.04976848742245847,0.8010686501969819,0.35682553840471126
15.0,1.0,0.0,closed-form,drive,0.5067744318617403,0.038477168421514926,0.22145636160748494,0.6231807664812077,0.05240172689228632,0.3973468923742244,0.222929716450086,0.6218955087648171,0.2221957508294626,0.6225362684376134,0.09967138525584757,0.51263978750517,0.356863823672969
9.0,1.6,-0.1,closed-form,drive,0.5300917609938579,0.0341907108449421,0.1583881303103085,0.8619707865724892,0.043231525587896884,0.3973468923742244,0.16002363496421654,0.8576847483189787,0.15920963740658656,0.8598230986613091,0.07408654918229421,0.6507543657052468,0.35757395027143585
10.0,1.2,-0.1,closed-form,drive,0.5282423382542187,0.03399357475959448,0.11998345018465388,0.9858629042833381,0.043231525587896884,0.3973468923742244,0.12198169587109524,0.9798519451705772,0.12098872008061973,0.9828517268126737,0.06194902371576916,0.7259764087681614,0.3583868188128425
11.0,1.6,-0.1,closed-form,drive,0.5224101518895472,0.03399109903786075,0.07432396567100191,1.112795040575442,0.043231525587896884,0.3973468923742244,0.07809615264391805,1.1082626488254503,0.07623720975231175,1.11052339570168,0.04976848742245847,0.8056872595733972,0.3584420516864566
9.0,0.8,-0.05,closed-form,drive,0.5326235681783368,0.035574270936319284,0.2041761107700268,0.7152576861096521,0.043231525587896884,0.3973468923742244,0.20446471691139367,0.7123744409970441,0.2043207567815134,0.7138125820456325,0.08953873330767485,0.5643760564274422,0.35858261793080926
8.0,1.0,0.0,closed-form,drive,0.5338618281882921,0.038477168421514926,0.23039270278554203,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.23049151412227853,0.6218955087648171,0.23044221371769139,0.6225362684376134,0.09883371449571203,0.51263978750517,0.3589124149237135
10.0,1.6,0.2,closed-form,drive,0.5266475740708034,0.06448639073216705,0.10210173310776446,1.0360214584290548,0.043231525587896884,0.3973468923742244,0.10509421117656768,1.039003561614464,0.10361180361418897,1.0375186879621343,0.05688545186666804,0.7599313775893697,0.35912556528791356
14.0,0.8,-0.05,closed-form,drive,0.515596148786347,0.03367359621794884,0.11372640594536924,0.9847345540905637,0.04581014072207516,0.4265585986826022,0.1159827106534321,0.9827035200668544,0.1148623813473073,0.9837160833168471,0.06171804664598415,0.7354532471494799,0.3593285166198596
8.0,1.6,0.1,closed-form,drive,0.5327239435612167,0.045769861061330984,0.20923685495613145,0.7020675329731477,0.043231525587896884,0.3973468923742244,0.20993227795385827,0.7019725489404257,0.20958555844912558,0.7020198799131863,0.0913955928487531,0.5575779272783199,0.359902812853359
13.0,1.2,-0.05,closed-form,drive,0.5152752261631554,0.03401090323860025,0.13242496395140532,0.9488917613436749,0.04388814462195954,0.4026618819667731,0.13435558675520554,0.9467373148405551,0.13339572131349828,0.9478114609779006,0.06612615068851589,0.7060081465322585,0.35991750443453074
9.0,1.2,0.15,closed-form,drive,0.5311851080803259,0.05325431302825285,0.17536234166382222,0.817068623472608,0.043231525587896884,0.3973468923742244,0.17638566120757276,0.817996846219276,0.17587578099190326,0.8175344560639027,0.07968578047079804,0.6253622855683054,0.36011910376687106
11.0,1.0,0.2,closed-form,drive,0.5259279565783433,0.07000450340675644,0.08193174962748967,1.1036248041885508,0.043231525587896884,0.3973468923742244,0.08447747791524848,1.1027480129205425,0.08321692451685518,1.1031849942493355,0.05146349509942079,0.8010686501969819,0.36096344624926374
8.0,1.2,-0.05,closed-form,drive,0.5334276981998841,0.03596250627862255,0.22158190147831533,0.6675856577690269,0.043231525587896884,0.3973468923742244,0.22190288630229277,0.6652735167468664,0.22174277671148726,0.6664266306876938,0.09571631878495537,0.537254970919968,0.36136553045596465
8.0,1.0,0.05,closed-form,drive,0.5338618281882921,0.04180532578889303,0.23039270278554203,0.6356862469102227,0.043231525587896884,0.3973468923742244,0.23049151412227853,0.6352004090171666,0.23044221371769139,0.6354425424495533,0.09883371449571203,0.519823334223532,0.3614266562751402
9.0,1.4,-0.1,closed-form,drive,0.5306057646524405,0.0341907108449421,0.16573775906899443,0.8619707865724892,0.043231525587896884,0.3973468923742244,0.167083223255908,0.8576847483189787,0.166413212144644,0.8598230986613091,0.07648829187622336,0.6507543657052468,0.3624969441236851
11.0,1.0,-0.1,closed-form,drive,0.5259279565783433,0.03399109903786075,0.08193174962748967,1.112795040575442,0.043231525587896884,0.3973468923742244,0.08447747791524848,1.1082626488254503,0.08321692451685518,1.11052339570168,0.05146349509942079,0.8056872595733972,0.3625799595310091
10.0,1.4,0.2,closed-form,drive,0.5273979278290949,0.06448639073216705,0.10873935948234115,1.0360214584290548,0.043231525587896884,0.3973468923742244,0.1112869601771388,1.039003561614464,0.11002311121643078,1.0375186879621343,0.058712229458092666,0.7599313775893697,0.3631963005401228
8.0,1.4,0.1,closed-form,drive,0.5330530791933853,0.045769861061330984,0.21469576575235078,0.7020675329731477,0.043231525587896884,0.3973468923742244,0.21521452485486048,0.7019725489404257,0.2149558266247385,0.7020198799131863,0.09329876611118566,0.5575779272783199,0.3636855799772561
13.0,1.2,0.15,closed-form,drive,0.5152752261631554,0.06897401069382567,0.13242496395140532,0.9676122640822215,0.04388814462195954,0.4039425129801074,0.13435558675520554,0.9632748976394009,0.13339572131349828,0.9654385893358877,0.06612615068851589,0.7172270830105113,0.36384413220191925
15.0,1.2,0.05,closed-form,drive,0.5034769646440258,0.049364793352787865,0.2745911530351804,0.468442707601343,0.05475339101950197,0.38762015962810764,0.2757756944836599,0.46583950552435466,0.27518525952145706,0.46713846218336935,0.11920980616133625,0.42579167198680384,0.36455173218922754
8.0,0.8,0.0,closed-form,drive,0.5343765473289392,0.038477168421514926,0.24186124756593916,0.6231807664812077,0.043231525587896884,0.3973468923742244,0.241709743547728,0.6218955087648171,0.24178535414650623,0.6225362684376134,0.10292692567069354,0.51263978750517,0.3669757252487802
8.0,1.0,-0.05,closed-form,drive,0.5338618281882921,0.03596250627862255,0.23039270278554203,0.6675856577690269,0.043231525587896884,0.3973468923742244,0.23049151412227853,0.6652735167468664,0.23044221371769139,0.6664266306876938,0.09883371449571203,0.537254970919968,0.3675277291188928
8.0,1.2,0.1,closed-form,drive,0.5334276981998841,0.045769861061330984,0.22158190147831533,0.7020675329731477,0.043231525587896884,0.3973468923742244,0.22190288630229277,0.7019725489404257,0.22174277671148726,0.7020198799131863,0.09571631878495537,0.5575779272783199,0.3684785651813879
9.0,1.0,0.15,closed-form,drive,0.5318484077052114,0.05325431302825285,0.1878794388714679,0.817068623472608,0.043231525587896884,0.3973468923742244,0.188549936132539,0.817996846219276,0.18821566441595008,0.8175344560639027,0.08391967184795912,0.6253622855683054,0.3686719543424485
12.0,1.0,0.2,closed-form,drive,0.5220211928392419,0.07567083547186752,0.054782792772027834,1.2089554946874237,0.04323153001923717,0.39732702621514276,0.05860265720510746,1.2048292779062233,0.056728750146027664,1.206887083958159,0.045573861813589335,0.866681264162942,0.3687673668217287
10.0,1.0,-0.1,closed-form,drive,0.5292057087954983,0.03399357475959448,0.1363972077013685,0.9858629042833381,0.043231525587896884,0.3973468923742244,0.13779441835608439,0.9798519451705772,0.13709900650985657,0.9828517268126737,0.06692326695902583,0.7259764087681614,0.3689996623063321
9.0,1.2,-0.1,closed-form,drive,0.5311851080803259,0.0341907108449421,0.17536234166382222,0.8619707865724892,0.043231525587896884,0.3973468923742244,0.17638566120757276,0.8576847483189787,0.17587578099190326,0.8598230986613091,0.07968578047079804,0.6507543657052468,0.3690063318148006
8.0,0.8,0.05,closed-form,drive,0.5343765473289392,0.04180532578889303,0.24186124756593916,0.6356862469102227,0.043231525587896884,0.3973468923742244,0.241709743547728,0.6352004090171666,0.24178535414650623,0.6354425424495533,0.10292692567069354,0.519823334223532,0.3694899666002069
10.0,1.2,0.2,closed-form,drive,0.5282423382542187,0.06448639073216705,0.11998345018465388,1.0360214584290548,0.043231525587896884,0.3973468923742244,0.12198169587109524,1.039003561614464,0.12098872008061973,1.0375186879621343,0.06194902371576916,0.7599313775893697,0.37027105790026543
8.0,1.6,-0.1,closed-form,drive,0.5327239435612167,0.03443999664086085,0.20923685495613145,0.7589769645721808,0.043231525587896884,0.3973468923742244,0.20993227795385827,0.755634861824316,0.20958555844912558,0.7573020338433821,0.0913955928487531,0.589700224637806,0.37114561692917913
14.0,1.6,0.05,closed-form,drive,0.5051692424971337,0.04796666813013194,0.2869188209739899,0.467500571553971,0.04908519287177918,0.3891925833209017,0.2878380964891992,0.465341710213746,0.28737975633767393,0.46641869311216694,0.12153526390864845,0.4262101409406546,0.3712917279560634
14.0,1.4,0.0,closed-form,drive,0.5072572790174579,0.038477168421514926,0.2473997742245308,0.6231807664812077,0.04821295255142984,0.3973468923742244,0.24853952262213655,0.6218955087648171,0.24797145633395393,0.6225362684376134,0.10698761245566743,0.51263978750517,0.3732015477993608
12.0,1.0,-0.1,closed-form,drive,0.5220211928392419,0.03428012340942112,0.054782792772027834,1.2294076912735628,0.04323153001923717,0.39735701686824476,0.05860265720510746,1.2258439459788197,0.056728750146027664,1.227621009258614,0.045573861813589335,0.8798908514697216,0.3733907223791016
8.0,1.0,0.1,closed-form,drive,0.5338618281882921,0.045769861061330984,0.23039270278554203,0.7020675329731477,0.043231525587896884,0.3973468923742244,0.23049151412227853,0.7019725489404257,0.23044221371769139,0.7020198799131863,0.09883371449571203,0.5575779272783199,0.374640763844316
16.0,1.0,0.05,closed-form,drive,0.5008723469185751,0.050540081613869275,0.28162684540846317,0.4716938534249563,0.06140742868917615,0.3989629750288883,0.28290826061457375,0.468768180675617,0.2822695765727528,0.47022828250082643,0.12439299293659238,0.43297570244658556,0.3747288405933608
8.0,1.4,-0.1,closed-form,drive,0.5330530791933853,0.03443999664086085,0.21469576575235078,0.7589769645721808,0.043231525587896884,0.3973468923742244,0.21521452485486048,0.755634861824316,0.2149558266247385,0.7573020338433821,0.09329876611118566,0.589700224637806,0.3749283840530762
14.0,0.8,0.15,closed-form,drive,0.515596148786347,0.0732297810858715,0.11372640594536924,1.055278631823234,0.04581014072207516,0.43772764679255755,0.1159827106534321,1.0499256535909944,0.1148623813473073,1.0525963790901327,0.06171804664598415,0.781158452431573,0.3753253384685922
8.0,0.8,-0.05,closed-form,drive,0.5343765473289392,0.03596250627862255,0.24186124756593916,0.6675856577690269,0.043231525587896884,0.3973468923742244,0.241709743547728,0.6652735167468664,0.24178535414650623,0.6664266306876938,0.10292692567069354,0.537254970919968,0.3755910394439595
12.0,0.8,0.2,closed-form,drive,0.5240542975724551,0.07567083547186752,0.06877388287165509,1.2089554946874237,0.0432315291329677,0.39732702621514276,0.07126607016837166,1.2048292779062233,0.07003358445159404,1.206887083958159,0.04834255002949712,0.866681264162942,0.3761927470445847
12.0,1.2,0.2,closed-form,drive,0.5202739284084175,0.07567083547186752,0.0698589106834622,1.2089554946874237,0.04323153090550735,0.39732702621514276,0.07319157186974483,1.2048292779062233,0.07154801964387862,1.206887083958159,0.04868326239014478,0.866681264162942,0.37706351172253194
9.0,1.0,-0.1,closed-form,drive,0.5318484077052114,0.0341907108449421,0.1878794388714679,0.8619707865724892,0.043231525587896884,0.3973468923742244,0.188549936132539,0.8576847483189787,0.18821566441595008,0.8598230986613091,0.08391967184795912,0.6507543657052468,0.377559182390378
11.0,0.8,0.2,closed-form,drive,0.5274682962592977,0.07000450340675644,0.10926985721553073,1.1036248041885508,0.043231525587896884,0.3973468923742244,0.1106896258904743,1.1027480129205425,0.10998346891188229,1.1031849942493355,0.05870077711612707,0.8010686501969819,0.37756901880422955
11.0,0.8,-0.1,closed-form,drive,0.5274682962592977,0.03399109903786075,0.10926985721553073,1.112795040575442,0.043231525587896884,0.3973468923742244,0.1106896258904743,1.1082626488254503,0.10998346891188229,1.11052339570168,0.05870077711612707,0.8056872595733972,0.3791855320859749
8.0,1.2,-0.1,closed-form,drive,0.5334276981998841,0.03443999664086085,0.22158190147831533,0.7589769645721808,0.043231525587896884,0.3973468923742244,0.22190288630229277,0.755634861824316,0.22174277671148726,0.7573020338433821,0.09571631878495537,0.589700224637806,0.379721369257208
9.0,0.8,0.15,closed-form,drive,0.5326235681783368,0.05325431302825285,0.2041761107700268,0.817068623472608,0.043231525587896884,0.3973468923742244,0.20446471691139367,0.817996846219276,0.2043207567815134,0.8175344560639027,0.08953873330767485,0.6253622855683054,0.3799277981301114
15.0,1.0,0.1,closed-form,drive,0.5067744318617403,0.06294099527572256,0.22145636160748494,0.7167154870050166,0.05240172689228632,0.4351957287145452,0.222929716450086,0.7122186983827682,0.2221957508294626,0.7144629302070591,0.09967138525584757,0.5797075730181169,0.38033754860250035
