name,value
structure1_scale,1.0
structure2_scale,0.968586
model_Br_min,0.0006715572203250792
model_Br_max,0.6951748061045925
model_Br_mean,0.5447646131231273
model_Br_rms,0.5797689395188885
model_Bt_min,-0.05798292985533381
model_Bt_max,0.05798292985533381
model_Bt_mean,7.37689717358908e-18
model_Bt_rms,0.029675874266092098
femm_Br_min,4.9341242015218684e-05
femm_Br_max,0.6272661049020922
femm_Br_mean,0.46727059144078725
femm_Br_rms,0.5228216083135656
femm_Bt_min,-0.08124424582377504
femm_Bt_max,0.08114499821865068
femm_Bt_mean,6.505491991434844e-05
femm_Bt_rms,0.031694979912558735
Br_relative_l2,0.18508731854877195
Bt_relative_l2,0.6711318711485879
Br_best_scalar_to_FEMM,0.8926707928338413
Bt_best_scalar_to_FEMM,0.8134558869733357
Br_relative_l2_after_best_scalar,0.14174482280182427
Bt_relative_l2_after_best_scalar,0.648005951820101
