name,value
condition,72032964.67833365
alpha_deg,7.008658044413742
alpha1_deg,40.482683911172515
gamma_deg,9.959973611772236
span_deg,57.4513155673585
Rm_inner_mm,22.981344335218097
Rf_outer_mm,26.981344335218097
model_Br_min,0.0005188311186731878
model_Br_max,0.6274506704574853
model_Br_mean,0.4846399258988289
model_Br_rms,0.5198528902755093
model_Bt_min,-0.04491665832470508
model_Bt_max,0.04491665832470508
model_Bt_mean,5.901517738871264e-18
model_Bt_rms,0.025987731088784053
femm_Br_min,4.9341242015218684e-05
femm_Br_max,0.6272661049020922
femm_Br_mean,0.46727059144078725
femm_Br_rms,0.5228216083135656
femm_Bt_min,-0.08124424582377504
femm_Bt_max,0.08114499821865068
femm_Bt_mean,6.505491991434844e-05
femm_Bt_rms,0.031694979912558735
Br_relative_l2,0.11803856902270488
Bt_relative_l2,0.5802174404888347
Br_best_scalar_to_FEMM,0.9986806480057024
Bt_best_scalar_to_FEMM,0.9933503942174152
Br_relative_l2_after_best_scalar,0.11803127890225754
Bt_relative_l2_after_best_scalar,0.5801918230104758
