name,x_mm,y_mm,A_Wb_per_m,Bx_T,By_T,B_abs_T,Hx_A_per_m,Hy_A_per_m,H_abs_A_per_m,mu_r_abs_from_B_over_mu0H,mu_x_femm,mu_y_femm
airgap_check,39.4,0.0,-0.009397736316026847,4.562104337179119e-05,-0.002998480183848137,0.0029988272195190387,36.30407280815158,-2386.114715112631,2386.3908773248972,0.9999999999999997,1.0,1.0
