name,x_mm,y_mm,A_Wb_per_m,Bx_T,By_T,B_abs_T,Hx_A_per_m,Hy_A_per_m,H_abs_A_per_m,mu_r_abs_from_B_over_mu0H,mu_x_femm,mu_y_femm
center_bridge,21.955198088981142,12.675839526784815,-5.462351354732712e-07,-1.632369215024152,-0.9423576538404839,1.8848520371398672,-129456.7374634178,-74734.65332906619,149480.15013000218,10.034225897108891,10.03422589710889,10.03422589710889
left_outer_bridge,37.66158014463976,3.77198634791753,-0.0112151843936156,0.3037200234386669,-1.775739522859295,1.801526215652201,14007.46548486346,-81896.51046033995,83085.78407218777,17.254564395851997,17.254564395852,17.254564395852
right_outer_bridge,22.097426072344557,30.72989197796287,0.01121279822066034,-1.384748989398441,1.152839299751837,1.8018235803463971,-64035.71426704851,53311.38607785002,83322.72551490775,17.208338278634347,17.20833827863434,17.20833827863434
