name,x_mm,y_mm,A_Wb_per_m,Bx_T,By_T,B_abs_T,Hx_A_per_m,Hy_A_per_m,H_abs_A_per_m,mu_r_abs_from_B_over_mu0H,mu_x_femm,mu_y_femm
center_bridge,21.955198088981142,12.675839526784815,2.278826976090127e-07,-1.640893317037865,-0.9484775993037082,1.8952943397479067,-136619.4046087622,-78969.4513081075,157800.62089724565,9.557803418954563,9.557803418954565,9.557803418954565
left_outer_bridge,37.66158014463976,3.77198634791753,-0.01097228146343564,0.2992613773630641,-1.777741412845406,1.8027539773709609,13954.83223308792,-82897.71098651717,84064.06978880905,17.065388780127726,17.06538878012773,17.06538878012773
right_outer_bridge,22.097426072344557,30.72989197796287,0.01096587317514253,-1.391266967481352,1.151406708711987,1.8059239141424888,-66708.0440290949,55207.29753197707,86589.88878022599,16.5967251969307,16.5967251969307,16.5967251969307
