name,value
Br_relative_l2,0.14014433846144747
Bt_relative_l2,0.5038466458478148
Br_best_scalar,0.9451825554702051
Bt_best_scalar,0.8604989761499543
model_Br_rms,0.5358658439649262
model_Bt_rms,0.049892097891785885
femm_Br_rms,0.5106783515674461
femm_Bt_rms,0.049044356411385194
input_model_csv,results/paper5_structure2_offset30_h4/structure2_br_bt.csv
slotless_femm_csv,results/paper5_slotless_equivalent_1over6/br_bt_arc.csv
slotted_femm_csv,results/paper_vshape_equivalent_1over6/br_bt_arc.csv
lambda_harmonics,6
slots,36
