fit_kind,apply_s1_correction,theta_offset_deg,structure2_scale,structure1_scale,structure1_condition,solver_scaling,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,Br_rms,Bt_rms,slotted_Br_L2_left,slotted_Bt_L2_left,slotted_Br_L2_middle,slotted_Bt_L2_middle,slotted_Br_L2_right,slotted_Bt_L2_right,slotted_Br_L2_edge,slotted_Bt_L2_edge,slotted_Br_L2_all,slotted_Bt_L2_all,slotted_Br_rms,slotted_Bt_rms,slotless_csv,slotted_csv,plot,summary_csv
edge_BrBt_cS2_kS1,False,-88.0,0.8595342332767678,-0.3687673001160108,5229.6786359462185,rowcol,0.29046034331831627,0.6214306628086864,0.1870006415046216,1.032366808026421,0.30685501557270956,0.6256427863378821,0.2987774456626085,0.6235503297808589,0.20582750024077776,0.6273421936852401,0.4364346574238307,0.022132618442699724,0.2676662303192257,0.6664991355607987,0.16420109160283622,0.12273319057511083,0.28149663857339224,0.7210974865847274,0.2746824861846853,0.6944285947268455,0.18557408940061534,0.47798753364793367,0.4370497399012638,0.040658038648830254,results\paper5_edge_structure1_sweep_h3_scaled\best_slotless_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h3_scaled\best_slotted_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h3_scaled\best_edge_structure1_diagnostic.png,results\paper5_edge_structure1_sweep_h3_scaled\edge_structure1_sweep_summary.csv
