fit_kind,apply_s1_correction,theta_offset_deg,structure2_scale,structure1_scale,structure1_condition,solver_scaling,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,Br_rms,Bt_rms
edge_Br_only_kS1,False,-90.0,1.0,-1.4622884924211408,5229.6786359462185,rowcol,0.29570432588156387,0.6207534616277012,0.17942446765168268,1.0792473664370161,0.29607201491427965,0.6167958334350839,0.2958883910748152,0.6187683700833815,0.1993313180203037,0.6231795411458523,0.4395122496125243,0.022058445563601217
edge_BrBt_kS1,False,-90.0,1.0,-1.4529421897063775,5229.6786359462185,rowcol,0.29570971377243793,0.6206311777626354,0.17830184463791887,1.0806254399616937,0.2960738024753032,0.616660437058112,0.2958919760854936,0.6186395203451397,0.1984599960900711,0.6230692359276739,0.44012738456586975,0.022091504837790852
all_BrBt_kS1,False,-90.0,1.0,-0.2954313368145826,5229.6786359462185,rowcol,0.3473774884435979,0.618968885670887,0.0423427315998837,1.2852131771130109,0.34722423478751924,0.6133249905853909,0.34730080189547574,0.6161399360050268,0.13407973668794454,0.6233312088242844,0.51633981231505,0.02619595521339899
edge_BrBt_cS2_kS1,False,-90.0,18.292369774066227,-132.15211997570148,5229.6786359462185,rowcol,0.026864352650886363,0.22085385029627314,1.565382056485066,24.308695807361822,0.027141973904212757,0.2217194065852536,0.027003643550578507,0.2212891165367296,1.4549097585303181,2.046680134410449,1.2122390993587193,0.07297951300596323
all_BrBt_cS2_kS1,False,-90.0,1.8465104688909133,-7.155046235332032,5229.6786359462185,rowcol,0.3023734540023636,0.5864382183820187,0.05801084559030057,1.8600798844953381,0.30242797354060647,0.581594436129163,0.3024007392526194,0.5840097934138386,0.12394459648554096,0.6024282129361755,0.518798365879963,0.02513014403767487
edge_Br_only_kS1,False,-88.0,1.0,-1.3859231938970944,5229.6786359462185,rowcol,0.2692280693915939,0.6052721983200141,0.16951413370010796,1.1013233851401816,0.3319537143229167,0.631760860874895,0.30225036907236336,0.6187214890141156,0.19303934471172898,0.6234038954570138,0.44533724976327654,0.022433197324567413
edge_BrBt_kS1,False,-88.0,1.0,-1.3775442494879557,5229.6786359462185,rowcol,0.2692405638563625,0.605290635823443,0.16851255141959362,1.1023807426014274,0.331948893043471,0.6315351243035134,0.3022532790498156,0.6186146791237853,0.19228099283311603,0.6233117271140678,0.4458829322306629,0.02246207974754537
all_BrBt_kS1,False,-88.0,1.0,-0.2890327448011465,5229.6786359462185,rowcol,0.33857587231964903,0.616808082180904,0.04148277798009491,1.2851333147476807,0.35827039586936593,0.6160958599321593,0.34857101707768656,0.6164503748038263,0.13429631456587854,0.623634765275261,0.5169044240388778,0.026237346133358392
edge_BrBt_cS2_kS1,False,-88.0,0.8595342332767678,-0.3687673001160108,5229.6786359462185,rowcol,0.29046034331831627,0.6214306628086864,0.1870006415046216,1.032366808026421,0.30685501557270956,0.6256427863378821,0.2987774456626085,0.6235503297808589,0.20582750024077776,0.6273421936852401,0.4364346574238307,0.022132618442699724
all_BrBt_cS2_kS1,False,-88.0,1.10945301886153,-1.1693617294212144,5229.6786359462185,rowcol,0.30547623041115984,0.605771175045172,0.03976198698917023,1.3147981585826296,0.38500298558188717,0.6203311437277207,0.3475571032141876,0.6131291142661712,0.13348633646729088,0.6208104161076029,0.5180780683505285,0.026160530659979593
