fit_kind,apply_s1_correction,theta_offset_deg,structure2_scale,structure1_scale,structure1_condition,solver_scaling,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,Br_rms,Bt_rms,slotted_Br_L2_left,slotted_Bt_L2_left,slotted_Br_L2_middle,slotted_Bt_L2_middle,slotted_Br_L2_right,slotted_Bt_L2_right,slotted_Br_L2_edge,slotted_Bt_L2_edge,slotted_Br_L2_all,slotted_Bt_L2_all,slotted_Br_rms,slotted_Bt_rms,slotless_csv,slotted_csv,plot,summary_csv
all_BrBt_cS2_kS1,True,-90.0,0.4191435403839699,4.7119423735338755,361161127.2823778,rowcol,0.3341734004248342,0.6702059579349794,0.04279992460062409,0.5574363373960144,0.3338472186552443,0.6633190328720066,0.3340102042583866,0.6667549573992521,0.12952863110568316,0.6660514282317745,0.5182648808895651,0.026773463035084495,0.31167300047419394,0.7162918771286821,0.019210084568499926,0.1309293530992552,0.311049619880519,0.7605031422104752,0.31136083551135063,0.738803996401927,0.12352645148379943,0.5085812458265153,0.5194776726496598,0.04810011747233748,results\paper5_edge_structure1_sweep_h7_scaled\best_slotless_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h7_scaled\best_slotted_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h7_scaled\best_edge_structure1_diagnostic.png,results\paper5_edge_structure1_sweep_h7_scaled\edge_structure1_sweep_summary.csv
