fit_kind,apply_s1_correction,theta_offset_deg,structure2_scale,structure1_scale,structure1_condition,solver_scaling,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,Br_rms,Bt_rms
edge_Br_only_kS1,False,-90.0,1.0,-1.4739679821495326,361161127.2823778,rowcol,0.2852601807464573,0.5980886646186597,0.17175496519075253,1.349628999653797,0.28566828922456616,0.5943674530945379,0.28546448945896663,0.5962220844654496,0.19126175323204342,0.6047747812111159,0.4420076317999988,0.02213537733655513
edge_BrBt_kS1,False,-90.0,1.0,-1.4740007801407897,361161127.2823778,rowcol,0.28526017421965244,0.598088636491329,0.17175869306207386,1.3496292648151724,0.2856682958308846,0.5943674775165415,0.2854644895092595,0.5962220826561668,0.19126464495098602,0.604774783585989,0.4420055468502186,0.02213526488385251
all_BrBt_kS1,False,-90.0,1.0,-0.3496669259274448,361161127.2823778,rowcol,0.33951897961790245,0.6128282816676358,0.0464813916799369,1.3454151297438897,0.3393951488213862,0.6073006156894557,0.3394570147812801,0.6100575222175894,0.13251873547778092,0.6182600069614733,0.5135348675651925,0.02602494891790471
edge_BrBt_cS2_kS1,False,-90.0,4.965506063676973,-30.015766964530297,361161127.2823778,rowcol,0.035989240229138623,0.27260924603148395,0.5412810792943903,8.819194770679523,0.03609242496222962,0.27191169843620944,0.03604091542346947,0.2722590315238464,0.5032457465116426,0.7864886180305867,0.7674109043634251,0.042029147702021596
all_BrBt_cS2_kS1,False,-90.0,2.0609626313203795,-9.204493386750785,361161127.2823778,rowcol,0.2127351911026169,0.44290507600035967,0.05423495369036044,3.3110802002630266,0.21325232977141056,0.4402344893228201,0.21299414742916645,0.4415654305109125,0.09338045006879746,0.5200276242292277,0.5206134324648882,0.025563132495999858
edge_Br_only_kS1,False,-88.0,1.0,-1.4036932638643524,361161127.2823778,rowcol,0.25533285165792313,0.5805909600588253,0.16335226674157646,1.3101917527950093,0.32738987160528626,0.6194852871737228,0.293612287021397,0.6004459132279073,0.18652457539743567,0.6083064031619055,0.44726691122099305,0.022489783602923735
edge_BrBt_kS1,False,-88.0,1.0,-1.4029652459551178,361161127.2823778,rowcol,0.25533631222860564,0.5806058430048405,0.16326973888459279,1.31020154678869,0.3273872211920073,0.6194697411185053,0.29361231142484434,0.6004450167307144,0.18646215489594392,0.6083056722513851,0.4473127028130082,0.022492212139974925
all_BrBt_kS1,False,-88.0,1.0,-0.33735798562254715,361161127.2823778,rowcol,0.3297582701310005,0.6103291620373715,0.04505107959319192,1.3344195812318544,0.35376407336737703,0.612398989653722,0.34198255411997147,0.6113698896403049,0.1329756935266692,0.6193792933162416,0.514483418597381,0.026091388696299355
edge_BrBt_cS2_kS1,False,-88.0,1.0055345232532276,-1.4411874724085612,361161127.2823778,rowcol,0.25423148301359555,0.5793317252215311,0.16213804884154118,1.319062547641571,0.3283026381924413,0.6193192026901847,0.2936449028902958,0.5997542061169325,0.1856142237248213,0.607762888227753,0.4478727532167712,0.022515136171380224
all_BrBt_cS2_kS1,False,-88.0,1.287606585239739,-2.719378005178966,361161127.2823778,rowcol,0.22183158398491296,0.5422138436151022,0.03751186486109333,1.7944632970253338,0.40669259669878816,0.6012257493996438,0.327651866666583,0.5726212553472401,0.12584830809987055,0.5900504561880734,0.5186470700677375,0.025948592519576274
edge_Br_only_kS1,False,-86.0,1.0,-1.2079791598417293,361161127.2823778,rowcol,0.2392702808600203,0.5795749647166473,0.14002429713371317,1.2230542672237539,0.3735246042573967,0.6391710208803654,0.31372288057965925,0.6102431008127193,0.17418891863442498,0.6166589689689534,0.46153958541710427,0.023417547216726932
edge_BrBt_kS1,False,-86.0,1.0,-1.2053623087459566,361161127.2823778,rowcol,0.23935093599526971,0.5796580705672739,0.13973033199335477,1.2232406098951876,0.3734735337247904,0.6390738355552263,0.3137231876823297,0.6102312447759524,0.17398496686859652,0.6166499082518654,0.461699390974156,0.023425633515517172
all_BrBt_kS1,False,-86.0,1.0,-0.302376839913149,361161127.2823778,rowcol,0.3268681149915528,0.6111301934818407,0.041055347050286746,1.3088068399184065,0.3689566703315693,0.6180174613785752,0.34856695525030096,0.614599905289783,0.13418137081620565,0.6221643820154176,0.5171284417381463,0.026271720265597126
edge_BrBt_cS2_kS1,False,-86.0,0.8410146783034079,-0.23745931692231997,361161127.2823778,rowcol,0.2864057137421218,0.6177555359630506,0.18806675429884254,1.0466328543952637,0.3102223541038855,0.6272924445741412,0.29856220785365656,0.6225650034727047,0.20662247938169445,0.6265355611408066,0.4359514038001902,0.02214893554238505
all_BrBt_cS2_kS1,False,-86.0,1.0243472653716035,-0.4994422587949619,361161127.2823778,rowcol,0.3127947021241653,0.6052508202454361,0.03949857856161885,1.3293459074222125,0.3823551651971883,0.6202651401992446,0.34934153665638973,0.6128397803146183,0.13405203195634044,0.620743796553517,0.5180309068795445,0.026304976699922173
edge_Br_only_kS1,False,-84.0,1.0,-0.9317067999839133,361161127.2823778,rowcol,0.2434641108735276,0.5919879179106139,0.10739416962104338,1.150548677406358,0.4089897927570239,0.6469196112707118,0.3366329658784627,0.6201932722676937,0.15936594805435125,0.6254756007905341,0.48079344387177386,0.024590884166047895
edge_BrBt_kS1,False,-84.0,1.0,-0.9266214583863508,361161127.2823778,rowcol,0.2438766408210681,0.5921505897619445,0.10683384984209413,1.1513336315578164,0.4087462814874548,0.646682134346982,0.33663412342893134,0.6201461241331748,0.15904063883020944,0.6254392993901833,0.4810906896225545,0.024604902240968732
all_BrBt_kS1,False,-84.0,1.0,-0.2503009662417754,361161127.2823778,rowcol,0.3307890100456029,0.6143463538184144,0.03536348950060983,1.2844348208134901,0.3810190940253265,0.6221255151289194,0.3568113850232194,0.6182667275137721,0.1357240124420614,0.6254076375481219,0.5209224427000012,0.02651688246625111
edge_BrBt_cS2_kS1,False,-84.0,0.8122316544016691,-0.004559121647148809,361161127.2823778,rowcol,0.2986068660567567,0.6268675102822876,0.1903285443843895,1.0253770914099896,0.2995828841889441,0.6231626810131579,0.29909570741626246,0.6250090022958439,0.20850793255630204,0.6287017819461543,0.4349215779781735,0.022116806605002957
all_BrBt_cS2_kS1,False,-84.0,0.9592391446526927,0.06722947186975929,361161127.2823778,rowcol,0.3580636501159731,0.6224331467074583,0.03995785413656826,1.2915242281725876,0.34441994406794435,0.6130135935662726,0.35130197002342844,0.6177188530444397,0.13486494988665498,0.6249721969745573,0.5179666843768869,0.026333248969167562
edge_Br_only_kS1,False,-82.0,1.0,-0.637588542191519,361161127.2823778,rowcol,0.2701664586030861,0.607252207594103,0.07343274831912709,1.1371325027640378,0.4230346465981611,0.6441080444703231,0.3549947221843377,0.6260393231050706,0.14772454896446954,0.631061941748509,0.5001299276459836,0.025672018964521762
edge_BrBt_kS1,False,-82.0,1.0,-0.6300125136769611,361161127.2823778,rowcol,0.27115338336601763,0.6074358527521457,0.07263083148528413,1.1390657247407356,0.4224083542561968,0.6437162730577948,0.35499739904115246,0.6259255288631033,0.147382577368003,0.6309742766856553,0.500549146583003,0.025690078794821217
all_BrBt_kS1,False,-82.0,1.0,-0.1891517175528333,361161127.2823778,rowcol,0.3395003880262472,0.6181828820987326,0.029293876055998234,1.275407179094705,0.3873869982110292,0.623647640398043,0.3642527748651864,0.6209343099387801,0.1371599401684975,0.6278975277025763,0.5251391696716716,0.02676816558452845
edge_BrBt_cS2_kS1,False,-82.0,0.8053671428284691,0.07426789474319616,361161127.2823778,rowcol,0.3048216691271444,0.6293414022023348,0.18858075160273696,1.0431757488103508,0.2929370501141765,0.618925303844257,0.29893314042722735,0.6241302330527132,0.20709964566181574,0.6280397128642939,0.4357184887723082,0.022133353139869937
all_BrBt_cS2_kS1,False,-82.0,0.9397341837938796,0.2558252223622647,361161127.2823778,rowcol,0.3798552905005501,0.6256716338096366,0.03973582536629136,1.3439786850723565,0.3160299374829622,0.6038426758456023,0.3493747614347046,0.6148019655915942,0.1341243711585577,0.6228875725129304,0.5180252502156124,0.026264641875282685
edge_Br_only_kS1,False,-80.0,1.0,-0.3813347232139833,361161127.2823778,rowcol,0.30680195960242873,0.6176963872409827,0.045462747526442505,1.181236679461244,0.4171524190876974,0.6358345900993012,0.3662066756334436,0.626874364065518,0.14160276168138214,0.6324511828151337,0.5158549886049054,0.026462242688722635
edge_BrBt_kS1,False,-80.0,1.0,-0.3718101333974238,361161127.2823778,rowcol,0.3083299951100244,0.6178243506409136,0.04454872168982311,1.1846893034403052,0.41603433582666793,0.6353182403053964,0.36621125379440084,0.6266740749974768,0.14135321690270827,0.6322993120548364,0.5163484552425343,0.026481235380195405
all_BrBt_kS1,False,-80.0,1.0,-0.12780618058517176,361161127.2823778,rowcol,0.3500882084004199,0.6211068373220898,0.02430495192316653,1.2852455882608071,0.38778830567576716,0.6227793235922146,0.3694362413308326,0.6219476325909823,0.13820225007381087,0.6290329373218476,0.5290730520159638,0.026978147726394005
