fit_kind,apply_s1_correction,theta_offset_deg,structure2_scale,structure1_scale,structure1_condition,Br_L2_left,Bt_L2_left,Br_L2_middle,Bt_L2_middle,Br_L2_right,Bt_L2_right,Br_L2_edge,Bt_L2_edge,Br_L2_all,Bt_L2_all,Br_rms,Bt_rms,slotted_Br_L2_left,slotted_Bt_L2_left,slotted_Br_L2_middle,slotted_Bt_L2_middle,slotted_Br_L2_right,slotted_Bt_L2_right,slotted_Br_L2_edge,slotted_Bt_L2_edge,slotted_Br_L2_all,slotted_Bt_L2_all,slotted_Br_rms,slotted_Bt_rms,slotless_csv,slotted_csv,plot,summary_csv
edge_BrBt_cS2_kS1,False,-88.0,0.8595342332780607,-0.36876730012597064,259963235315626.12,0.2904603433180817,0.6214306628085046,0.18700064150450962,1.0323668080270656,0.30685501557289674,0.6256427863379422,0.29877744566259073,0.6235503297807992,0.2058275002406864,0.6273421936851886,0.43643465742388204,0.022132618442699724,0.2676662303190145,0.6664991355605383,0.16420109160272178,0.12273319057504925,0.2814966385735614,0.7210974865848713,0.2746824861846695,0.694428594726796,0.1855740894005261,0.4779875336478922,0.4370497399013152,0.04065803864883353,results\paper5_edge_structure1_sweep_h3\best_slotless_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h3\best_slotted_s2_s1_diagnostic.csv,results\paper5_edge_structure1_sweep_h3\best_edge_structure1_diagnostic.png,results\paper5_edge_structure1_sweep_h3\edge_structure1_sweep_summary.csv
