name,value
fem,paper_ipm_vshape_equivalent_1over6.FEM
current_rms_a,17.6
periodic_multiplier,6
torque_groups,"6,7,8,9,10,11"
num_angles,13
best_abs_angle_deg,147.5
best_abs_torque_total_Nm,-15.749248641138792
best_positive_angle_deg,165.0
best_positive_torque_total_Nm,-15.031691057062073
best_negative_angle_deg,147.5
best_negative_torque_total_Nm,-15.749248641138792
