angle_deg,lambda_a,lambda_b
0.01,0.9999981105002512,1.7136248834319794e-05
0.20993333333333336,0.9999954969676031,3.920261207607753e-05
0.40986666666666677,0.9999896427882133,8.640453427823263e-05
0.6098000000000001,0.9999770088764797,0.00018344795546660194
0.8097333333333334,0.9999507442331436,0.0003751173250942503
1.0096666666666667,0.9998981564504006,0.0007386030206204525
1.2096000000000002,0.9997967692019181,0.0014000480524061212
1.409533333333334,0.999608596170855,0.002554137920863031
1.609466666666667,0.9992724879853395,0.004483080777179695
1.8094000000000001,0.99869492694771,0.007567903033845913
2.0093333333333336,0.9977405172660982,0.012281330336330753
2.209266666666667,0.9962246016290928,0.019149149934365024
2.4092000000000007,0.9939116993055406,0.028668063500481563
2.609133333333334,0.9905243512075476,0.041174912836825825
2.8090666666666677,0.9857668387389533,0.05667596305879584
3.009000000000001,0.9793664793628997,0.07466429564634648
3.2089333333333343,0.9711314576414062,0.09397340928116658
3.4088666666666674,0.961018735093658,0.1127277600059924
3.6088000000000005,0.9491996678946972,0.12844715701255616
3.8087333333333344,0.9361064927840512,0.13833564311737317
4.0086666666666675,0.922442025822974,0.1397380060648798
4.2086000000000015,0.9091393712077586,0.13068933848486827
4.4085333333333345,0.8972682771063628,0.11043410643976229
4.608466666666667,0.8878981040626506,0.079771925552779
4.808400000000001,0.881940511793047,0.04111163763216115
5.008333333333334,0.880003553004984,-0.0018174208948836099
5.208266666666668,0.8822894387580988,-0.04455573090336236
5.408200000000001,0.8885597632281949,-0.08267675114187296
5.608133333333335,0.8981764640742158,-0.11254218919796596
5.808066666666668,0.9102087794953833,-0.13187104349698148
6.008000000000001,0.9235813910770018,-0.14000000000000004
6.207933333333335,0.937231184507802,-0.13780192197556596
6.407866666666668,0.9502413841487525,-0.12732045829859295
6.607800000000002,0.9619309358093835,-0.11124297665679345
6.807733333333334,0.97189033539493,-0.09235457322132341
7.007666666666668,0.9799682598095154,-0.07309348400314722
7.207599999999999,0.9862227910139397,-0.05527770545368576
7.407533333333334,0.990855007237348,-0.040015113282452545
7.607466666666668,0.9941415188299384,-0.027763369899031012
7.807400000000001,0.9963778514031315,-0.018481573100674963
8.007333333333333,0.9978386403464823,-0.011813456432333093
8.207266666666667,0.9987552923186945,-0.007255557965267963
8.407200000000001,0.999308189337007,-0.004284037408066985
8.607133333333334,0.9996289036473122,-0.002432860781418131
8.807066666666667,0.9998078830546936,-0.0013293046696745729
9.007000000000003,0.9999040103933915,-0.000699055939495253
9.206933333333332,0.999953712651522,-0.00035391283173354094
9.406866666666668,0.999978458301291,-0.00017253540750076593
9.606800000000002,0.9999903244169781,-8.101116500434772e-05
9.806733333333336,0.9999958057540621,-3.664142012923681e-05
10.006666666666666,0.9999981382211937,1.6896121217184574e-05
10.206600000000002,0.9999955604044405,3.8677238245643424e-05
10.406533333333336,0.9999897826496165,8.52996465965264e-05
10.606466666666668,0.9999773059128731,0.0001812153655058392
10.8064,0.9999513518083569,0.00037078493516316113
11.006333333333334,0.99989935313842,0.0007305339880583825
11.20626666666667,0.9997990382864179,0.0013856339049351542
11.4062,0.9996127370352991,0.002529462504393691
11.606133333333334,0.9992797584712951,0.004442641928798108
11.806066666666668,0.9987072042837546,0.007504540868709862
12.006000000000002,0.9977604477345061,0.012186566817421784
12.205933333333334,0.9962556878038923,0.01901416211927552
12.405866666666668,0.9939582541115981,0.02848545265915549
12.605800000000002,0.9905912395737804,0.040941260777553085
12.805733333333334,0.9858589415353713,0.05639488291607858
13.005666666666668,0.9794878597290492,0.07434933726094978
13.205600000000002,0.9712842879276722,0.09364988026110493
13.405533333333334,0.9612021414955034,0.11243242428359906
13.605466666666667,0.9494087427788581,0.12822501170495967
13.805400000000002,0.9363317751168273,0.1382336029676217
14.005333333333335,0.9226697234031238,0.13979624411126157
14.20526666666667,0.9093524776772935,0.13093198216818938
14.405199999999999,0.8974485359603428,0.11086161485776008
14.605133333333335,0.8880285392254766,0.08035745863212815
14.80506666666667,0.882008050788724,0.041802943263588056
15.005000000000003,0.8800011843466836,-0.0010904740618135232
15.204933333333337,0.8822174110514094,-0.043869438533010896
15.404866666666669,0.8884255421902569,-0.08210038296374654
15.604800000000004,0.897993457751525,-0.11212647900337837
15.804733333333333,0.9099941329170393,-0.13164100424771866
16.004666666666672,0.9233533520569379,-0.13995342631233312
16.204600000000003,0.9370065977959005,-0.13791334729360233
16.404533333333333,0.9500337777138037,-0.12754896594991136
16.60446666666667,0.9617494645450997,-0.11154152907197985
16.804400000000005,0.9717396149511768,-0.09267855823769094
17.004333333333335,0.9798489266888137,-0.07340683642462002
17.20426666666667,0.9861325105670294,-0.0555559211192375
17.4042,0.9907896304335219,-0.040245379335620134
17.604133333333337,0.9940961431038785,-0.027942638643581794
17.80406666666667,0.9963476352729982,-0.018613620298177813
18.004,0.9978193196502068,-0.011905847467255226
18.20393333333334,0.9987434220551599,-0.007317138565507198
18.403866666666666,0.999301178258903,-0.0043232198718530825
18.6038,0.9996249208394317,-0.00245669924349423
18.803733333333337,0.9998057061673459,-0.0013431900113207568
19.003666666666668,0.9999028652453366,-0.0007068071524104443
19.2036,0.9999531327110547,-0.00035806311989775366
19.403533333333336,0.9999781754865985,-0.00017466835631072973
19.60346666666667,0.9999901915844083,-8.20639160805861e-05
19.803400000000003,0.9999957456550439,-3.7140678258051415e-05
20.003333333333334,0.999998165553546,1.6659186627049034e-05
20.203266666666668,0.9999956229908059,3.8158510148709486e-05
20.403200000000005,0.9999899207218422,8.420801208652674e-05
20.603133333333336,0.9999775993327584,0.00017900807672198616
20.80306666666667,0.9999519523632778,0.0003664987330769001
21.003000000000004,0.9999005367467139,0.0007225454727938189
21.202933333333334,0.9998012839977062,0.0013713535643367154
21.402866666666668,0.9996168378730642,0.002504998597520934
21.602800000000002,0.9992869633361281,0.004402520153730699
21.802733333333336,0.9987193787613525,0.007441627650680084
22.00266666666667,0.9977802243084504,0.012092400163051598
22.202600000000004,0.9962865546692953,0.018879912662264856
22.402533333333338,0.9940045121050156,0.028303678938618602
22.60246666666667,0.9906577479815067,0.04070845391806797
22.802400000000002,0.9859505869973625,0.056114513441401684
23.002333333333336,0.9796087273083287,0.07403476995030345
23.20226666666667,0.9714365910401601,0.09332622192644259
23.402200000000004,0.9613850660883456,0.11213626547249265
23.602133333333335,0.9496174544484034,0.12800125592038053
23.802066666666672,0.9365568892873603,0.138129199310036
24.002000000000002,0.9228975134750594,0.13985155549507916
24.20193333333334,0.9095659768747768,0.13117147410885935
24.40186666666667,0.8976294888834406,0.11128618465257645
24.6018,0.8881599264443599,0.08094072227356852
24.801733333333342,0.8820767150088807,0.042493025090281536
25.001666666666672,0.88,-0.0003634949414724445
25.201600000000003,0.8821465024437284,-0.043181863397967896
25.401533333333337,0.8882922620102133,-0.08152170188052739
25.60146666666667,0.8978111310822677,-0.11170780844957873
25.801400000000005,0.9097798636659079,-0.13140781464738185
26.00133333333334,0.9231253912765793,-0.1399039472020402
26.20126666666667,0.9367818314545305,-0.1380224435871317
26.401200000000006,0.9498258002904724,-0.12777590291418345
26.60113333333334,0.9615675075415672,-0.11183929620155318
26.801066666666667,0.9715883667765519,-0.09300244452069611
27.00100000000001,0.9797290827435404,-0.07372060069645714
27.200933333333335,0.9860417762856845,-0.05583485830350782
27.40086666666667,0.9907238778083911,-0.0404764931525624
27.600800000000007,0.9940504746487122,-0.028122741291000664
27.800733333333337,0.9963172034264425,-0.01874639943510472
